ISIN,Strategy Key,Language,Fund Name,Currency,Last Updated Date,Text
LU0411150922,16532,zh-CN,Allianz China A Shares AT USD,USD,2024-09-26 15:13:25,
HK0000211968,45723,en,Allianz Core Plus Fund Class AM (H2-RMB),CNY,2024-03-16 14:35:26,February 2022
HK0000211968,45723,zh-HK,Allianz Core Plus Fund Class AM (H2-RMB),CNY,2024-03-16 14:35:26,
HK0000211968,45723,zh-CN,Allianz Core Plus Fund Class AM (H2-RMB),CNY,2024-03-16 14:35:26,
DE0008476037,33194,en,Allianz Europazins A EUR,EUR,,
DE0008476037,33194,zh-HK,Allianz Europazins A EUR,EUR,,
DE0008476037,33194,zh-CN,Allianz Europazins A EUR,EUR,,
LU1366192091,118796,en,Allianz Global Investors Fund - Allianz AI Income AM (USD),USD,2025-05-04 12:58:04,March 2025
LU1366192091,118796,zh-HK,Allianz Global Investors Fund - Allianz AI Income AM (USD),USD,2025-05-04 12:58:04,
LU1366192091,118796,zh-CN,Allianz Global Investors Fund - Allianz AI Income AM (USD),USD,2025-05-04 12:58:04,
LU2399975544,644797,en,Allianz Global Investors Fund - Allianz All China Equity AT (HKD),HKD,2025-04-30 05:28:56,March 2025
LU2399975544,644797,zh-HK,Allianz Global Investors Fund - Allianz All China Equity AT (HKD),HKD,2025-04-30 05:28:56,
LU2399975544,644797,zh-CN,Allianz Global Investors Fund - Allianz All China Equity AT (HKD),HKD,2025-04-30 05:28:56,
LU1720050803,230212,en,Allianz Global Investors Fund - Allianz All China Equity AT USD,USD,2025-04-30 05:28:56,March 2025
LU1720050803,230212,zh-HK,Allianz Global Investors Fund - Allianz All China Equity AT USD,USD,2025-04-30 05:28:56,
LU1720050803,230212,zh-CN,Allianz Global Investors Fund - Allianz All China Equity AT USD,USD,2025-04-30 05:28:56,
LU2257995394,332508,en,Allianz Global Investors Fund - Allianz American Income AM (H2-AUD),AUD,2025-04-30 05:30:07,March 2025
LU2257995394,332508,zh-HK,Allianz Global Investors Fund - Allianz American Income AM (H2-AUD),AUD,2025-04-30 05:30:07,
LU2257995394,332508,zh-CN,Allianz Global Investors Fund - Allianz American Income AM (H2-AUD),AUD,2025-04-30 05:30:07,
LU2257996368,629539,en,Allianz Global Investors Fund - Allianz American Income AM (H2-RMB),CNH,2025-04-30 05:30:07,March 2025
LU2257996368,629539,zh-HK,Allianz Global Investors Fund - Allianz American Income AM (H2-RMB),CNH,2025-04-30 05:30:07,
LU2257996368,629539,zh-CN,Allianz Global Investors Fund - Allianz American Income AM (H2-RMB),CNH,2025-04-30 05:30:07,
LU2257995121,332511,en,Allianz Global Investors Fund - Allianz American Income AM HKD,HKD,2025-04-30 05:30:07,March 2025
LU2257995121,332511,zh-HK,Allianz Global Investors Fund - Allianz American Income AM HKD,HKD,2025-04-30 05:30:07,
LU2257995121,332511,zh-CN,Allianz Global Investors Fund - Allianz American Income AM HKD,HKD,2025-04-30 05:30:07,
LU1560902808,319622,en,Allianz Global Investors Fund - Allianz American Income AM USD,USD,2025-04-30 05:30:07,March 2025
LU1560902808,319622,zh-HK,Allianz Global Investors Fund - Allianz American Income AM USD,USD,2025-04-30 05:30:07,
LU1560902808,319622,zh-CN,Allianz Global Investors Fund - Allianz American Income AM USD,USD,2025-04-30 05:30:07,
LU2756314774,779241,en,Allianz Global Investors Fund - Allianz American Income AMi (H2-CHF),CHF,2025-04-30 05:30:07,March 2025
LU2756314774,779241,zh-HK,Allianz Global Investors Fund - Allianz American Income AMi (H2-CHF),CHF,2025-04-30 05:30:07,
LU2756314774,779241,zh-CN,Allianz Global Investors Fund - Allianz American Income AMi (H2-CHF),CHF,2025-04-30 05:30:07,
LU2756314857,778433,en,Allianz Global Investors Fund - Allianz American Income AMi (H2-JPY),JPY,2025-04-30 05:30:07,March 2025
LU2756314857,778433,zh-HK,Allianz Global Investors Fund - Allianz American Income AMi (H2-JPY),JPY,2025-04-30 05:30:07,
LU2756314857,778433,zh-CN,Allianz Global Investors Fund - Allianz American Income AMi (H2-JPY),JPY,2025-04-30 05:30:07,
LU0348788117,16503,en,Allianz Global Investors Fund - Allianz Asia Ex China Equity A (USD),USD,2025-04-30 05:59:39,March 2025
LU0348788117,16503,zh-HK,Allianz Global Investors Fund - Allianz Asia Ex China Equity A (USD),USD,2025-04-30 05:59:39,
LU0348788117,16503,zh-CN,Allianz Global Investors Fund - Allianz Asia Ex China Equity A (USD),USD,2025-04-30 05:59:39,
LU0348744763,16524,en,Allianz Global Investors Fund - Allianz Asia Pacific Income A USD,USD,2025-04-30 06:00:06,March 2025
LU0348744763,16524,zh-HK,Allianz Global Investors Fund - Allianz Asia Pacific Income A USD,USD,2025-04-30 06:00:06,
LU0348744763,16524,zh-CN,Allianz Global Investors Fund - Allianz Asia Pacific Income A USD,USD,2025-04-30 06:00:06,
LU1997245177,221941,en,Allianz Global Investors Fund - Allianz China A Shares AT USD,USD,2025-04-30 06:00:46,March 2025
LU1997245177,221941,zh-HK,Allianz Global Investors Fund - Allianz China A Shares AT USD,USD,2025-04-30 06:00:46,
LU1997245177,221941,zh-CN,Allianz Global Investors Fund - Allianz China A Shares AT USD,USD,2025-04-30 06:00:46,
LU0561508036,36634,en,Allianz Global Investors Fund - Allianz China Equity A HKD,HKD,2025-04-30 06:01:17,March 2025
LU0561508036,36634,zh-HK,Allianz Global Investors Fund - Allianz China Equity A HKD,HKD,2025-04-30 06:01:17,
LU0561508036,36634,zh-CN,Allianz Global Investors Fund - Allianz China Equity A HKD,HKD,2025-04-30 06:01:17,
LU0348825331,16533,en,Allianz Global Investors Fund - Allianz China Equity A USD,USD,2025-04-30 06:01:17,March 2025
LU0348825331,16533,zh-HK,Allianz Global Investors Fund - Allianz China Equity A USD,USD,2025-04-30 06:01:17,
LU0348825331,16533,zh-CN,Allianz Global Investors Fund - Allianz China Equity A USD,USD,2025-04-30 06:01:17,
LU2286300806,382074,en,Allianz Global Investors Fund - Allianz Cyber Security AT USD Acc,USD,2025-04-30 06:01:52,March 2025
LU2286300806,382074,zh-HK,Allianz Global Investors Fund - Allianz Cyber Security AT USD Acc,USD,2025-04-30 06:01:52,
LU2286300806,382074,zh-CN,Allianz Global Investors Fund - Allianz Cyber Security AT USD Acc,USD,2025-04-30 06:01:52,
LU1720049037,108436,en,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AM (H2-AUD),AUD,2025-04-30 06:02:24,March 2025
LU1720049037,108436,zh-CN,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AM (H2-AUD),AUD,2025-04-30 06:02:24,
LU1720049037,108436,zh-HK,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AM (H2-AUD),AUD,2025-04-30 06:02:24,
LU1720049110,117343,en,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AM HKD,HKD,2025-04-30 06:02:24,March 2025
LU1720049110,117343,zh-CN,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AM HKD,HKD,2025-04-30 06:02:24,
LU1720049110,117343,zh-HK,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AM HKD,HKD,2025-04-30 06:02:24,
LU1720048815,108434,en,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AM USD,USD,2025-04-30 06:02:24,March 2025
LU1720048815,108434,zh-HK,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AM USD,USD,2025-04-30 06:02:24,
LU1720048815,108434,zh-CN,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AM USD,USD,2025-04-30 06:02:24,
LU1282650156,113607,en,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-AUD),AUD,2025-04-30 06:02:24,March 2025
LU1282650156,113607,zh-HK,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-AUD),AUD,2025-04-30 06:02:24,
LU1282650156,113607,zh-CN,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-AUD),AUD,2025-04-30 06:02:24,
LU1282650404,117488,en,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-CAD),CAD,2025-04-30 06:02:24,March 2025
LU1282650404,117488,zh-CN,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-CAD),CAD,2025-04-30 06:02:24,
LU1282650404,117488,zh-HK,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-CAD),CAD,2025-04-30 06:02:24,
LU1311290768,113904,en,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-EUR),EUR,2025-04-30 06:02:24,March 2025
LU1311290768,113904,zh-CN,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-EUR),EUR,2025-04-30 06:02:24,
LU1311290768,113904,zh-HK,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-EUR),EUR,2025-04-30 06:02:24,
LU1282650313,113838,en,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-GBP),GBP,2025-04-30 06:02:24,March 2025
LU1282650313,113838,zh-CN,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-GBP),GBP,2025-04-30 06:02:24,
LU1282650313,113838,zh-HK,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-GBP),GBP,2025-04-30 06:02:24,
LU1282650586,303988,en,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-NZD),NZD,2025-05-04 12:58:25,March 2025
LU1282650586,303988,zh-CN,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-NZD),NZD,2025-05-04 12:58:25,
LU1282650586,303988,zh-HK,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-NZD),NZD,2025-05-04 12:58:25,
LU1282650230,117516,en,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-RMB),CNY,2025-04-30 06:02:24,March 2025
LU1282650230,117516,zh-CN,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-RMB),CNY,2025-04-30 06:02:24,
LU1282650230,117516,zh-HK,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg (H2-RMB),CNY,2025-04-30 06:02:24,
LU1282650073,116164,en,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg HKD,HKD,2025-04-30 06:02:24,March 2025
LU1282650073,116164,zh-CN,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg HKD,HKD,2025-04-30 06:02:24,
LU1282650073,116164,zh-HK,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg HKD,HKD,2025-04-30 06:02:24,
LU1282649901,113814,en,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg USD,USD,2025-04-30 06:02:24,March 2025
LU1282649901,113814,zh-HK,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg USD,USD,2025-04-30 06:02:24,
LU1282649901,113814,zh-CN,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AMg USD,USD,2025-04-30 06:02:24,
LU1543697327,108433,en,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AT USD,USD,2025-04-30 06:02:24,March 2025
LU1543697327,108433,zh-HK,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AT USD,USD,2025-04-30 06:02:24,
LU1543697327,108433,zh-CN,Allianz Global Investors Fund - Allianz Dynamic Asian High Yield Bond AT USD,USD,2025-04-30 06:02:24,
LU0348805143,33229,en,Allianz Global Investors Fund - Allianz Enhanced All China Equity A USD,USD,2024-08-05 02:47:28,April 2024
LU0348805143,33229,zh-HK,Allianz Global Investors Fund - Allianz Enhanced All China Equity A USD,USD,2024-08-05 02:47:28,
LU0348805143,33229,zh-CN,Allianz Global Investors Fund - Allianz Enhanced All China Equity A USD,USD,2024-08-05 02:47:28,
LU1170363599,311530,en,Allianz Global Investors Fund - Allianz Europe Equity Growth Select A (H2-USD),USD,2025-04-30 06:03:41,March 2025
LU1170363599,311530,zh-HK,Allianz Global Investors Fund - Allianz Europe Equity Growth Select A (H2-USD),USD,2025-04-30 06:03:41,
LU1170363599,311530,zh-CN,Allianz Global Investors Fund - Allianz Europe Equity Growth Select A (H2-USD),USD,2025-04-30 06:03:41,
LU0908554255,55911,en,Allianz Global Investors Fund - Allianz Europe Equity Growth Select A EUR,EUR,2025-04-30 06:03:41,March 2025
LU0908554255,55911,zh-HK,Allianz Global Investors Fund - Allianz Europe Equity Growth Select A EUR,EUR,2025-04-30 06:03:41,
LU0908554255,55911,zh-CN,Allianz Global Investors Fund - Allianz Europe Equity Growth Select A EUR,EUR,2025-04-30 06:03:41,
LU0920839346,55910,en,Allianz Global Investors Fund - Allianz Europe Equity Growth Select AT EUR,EUR,2025-04-30 06:03:41,March 2025
LU0920839346,55910,zh-HK,Allianz Global Investors Fund - Allianz Europe Equity Growth Select AT EUR,EUR,2025-04-30 06:03:41,
LU0920839346,55910,zh-CN,Allianz Global Investors Fund - Allianz Europe Equity Growth Select AT EUR,EUR,2025-04-30 06:03:41,
LU1645745040,125959,en,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-AUD),AUD,2025-04-30 06:04:26,March 2025
LU1645745040,125959,zh-CN,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-AUD),AUD,2025-04-30 06:04:26,
LU1645745040,125959,zh-HK,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-AUD),AUD,2025-04-30 06:04:26,
LU1645745123,125958,en,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-CAD),CAD,2025-04-30 06:04:26,March 2025
LU1645745123,125958,zh-CN,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-CAD),CAD,2025-04-30 06:04:26,
LU1645745123,125958,zh-HK,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-CAD),CAD,2025-04-30 06:04:26,
LU1645745396,125963,en,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-GBP),GBP,2025-04-30 06:04:26,March 2025
LU1645745396,125963,zh-CN,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-GBP),GBP,2025-04-30 06:04:26,
LU1645745396,125963,zh-HK,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-GBP),GBP,2025-04-30 06:04:26,
LU1645745479,125957,en,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-HKD),HKD,2025-04-30 06:04:26,March 2025
LU1645745479,125957,zh-CN,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-HKD),HKD,2025-04-30 06:04:26,
LU1645745479,125957,zh-HK,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-HKD),HKD,2025-04-30 06:04:26,
LU1645745552,125961,en,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-NZD),NZD,2025-04-30 06:04:26,March 2025
LU1645745552,125961,zh-CN,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-NZD),NZD,2025-04-30 06:04:26,
LU1645745552,125961,zh-HK,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-NZD),NZD,2025-04-30 06:04:26,
LU1202635105,125371,en,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-USD),USD,2025-04-30 06:04:26,March 2025
LU1202635105,125371,zh-CN,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-USD),USD,2025-04-30 06:04:26,
LU1202635105,125371,zh-HK,Allianz Global Investors Fund - Allianz Europe Income and Growth AM (H2-USD),USD,2025-04-30 06:04:26,
LU1221075150,125964,en,Allianz Global Investors Fund - Allianz Europe Income and Growth AM EUR,EUR,2025-04-30 06:04:26,March 2025
LU1221075150,125964,zh-CN,Allianz Global Investors Fund - Allianz Europe Income and Growth AM EUR,EUR,2025-04-30 06:04:26,
LU1221075150,125964,zh-HK,Allianz Global Investors Fund - Allianz Europe Income and Growth AM EUR,EUR,2025-04-30 06:04:26,
LU1400636731,125960,en,Allianz Global Investors Fund - Allianz Europe Income and Growth AMg (H2-AUD),AUD,2025-04-30 06:04:26,March 2025
LU1400636731,125960,zh-CN,Allianz Global Investors Fund - Allianz Europe Income and Growth AMg (H2-AUD),AUD,2025-04-30 06:04:26,
LU1400636731,125960,zh-HK,Allianz Global Investors Fund - Allianz Europe Income and Growth AMg (H2-AUD),AUD,2025-04-30 06:04:26,
LU1400636574,125956,en,Allianz Global Investors Fund - Allianz Europe Income and Growth AMg (H2-HKD),HKD,2025-04-30 06:04:26,March 2025
LU1400636574,125956,zh-CN,Allianz Global Investors Fund - Allianz Europe Income and Growth AMg (H2-HKD),HKD,2025-04-30 06:04:26,
LU1400636574,125956,zh-HK,Allianz Global Investors Fund - Allianz Europe Income and Growth AMg (H2-HKD),HKD,2025-04-30 06:04:26,
LU1400636491,125965,en,Allianz Global Investors Fund - Allianz Europe Income and Growth AMg (H2-USD),USD,2025-04-30 06:04:26,March 2025
LU1400636491,125965,zh-CN,Allianz Global Investors Fund - Allianz Europe Income and Growth AMg (H2-USD),USD,2025-04-30 06:04:26,
LU1400636491,125965,zh-HK,Allianz Global Investors Fund - Allianz Europe Income and Growth AMg (H2-USD),USD,2025-04-30 06:04:26,
LU1400636814,125955,en,Allianz Global Investors Fund - Allianz Europe Income and Growth AMg EUR,EUR,2025-04-30 06:04:26,March 2025
LU1400636814,125955,zh-CN,Allianz Global Investors Fund - Allianz Europe Income and Growth AMg EUR,EUR,2025-04-30 06:04:26,
LU1400636814,125955,zh-HK,Allianz Global Investors Fund - Allianz Europe Income and Growth AMg EUR,EUR,2025-04-30 06:04:26,
LU1670756490,125962,en,Allianz Global Investors Fund - Allianz Europe Income and Growth AT (H2-USD),USD,2025-04-30 06:04:26,March 2025
LU1670756490,125962,zh-CN,Allianz Global Investors Fund - Allianz Europe Income and Growth AT (H2-USD),USD,2025-04-30 06:04:26,
LU1670756490,125962,zh-HK,Allianz Global Investors Fund - Allianz Europe Income and Growth AT (H2-USD),USD,2025-04-30 06:04:26,
LU2824651165,763943,en,Allianz Global Investors Fund - Allianz European Equity Div AMgi(H2-JPY),JPY,2025-05-04 12:58:49,March 2025
LU2824651165,763943,zh-HK,Allianz Global Investors Fund - Allianz European Equity Div AMgi(H2-JPY),JPY,2025-05-04 12:58:49,
LU2824651165,763943,zh-CN,Allianz Global Investors Fund - Allianz European Equity Div AMgi(H2-JPY),JPY,2025-05-04 12:58:49,
LU0414045582,27320,en,Allianz Global Investors Fund - Allianz European Equity Dividend A EUR,EUR,2025-05-04 12:58:49,March 2025
LU0414045582,27320,zh-HK,Allianz Global Investors Fund - Allianz European Equity Dividend A EUR,EUR,2025-05-04 12:58:49,
LU0414045582,27320,zh-CN,Allianz Global Investors Fund - Allianz European Equity Dividend A EUR,EUR,2025-05-04 12:58:49,
LU0971552756,45719,en,Allianz Global Investors Fund - Allianz European Equity Dividend AM (H2-AUD),AUD,2025-05-04 12:58:49,March 2025
LU0971552756,45719,zh-HK,Allianz Global Investors Fund - Allianz European Equity Dividend AM (H2-AUD),AUD,2025-05-04 12:58:49,
LU0971552756,45719,zh-CN,Allianz Global Investors Fund - Allianz European Equity Dividend AM (H2-AUD),AUD,2025-05-04 12:58:49,
LU0971552830,45781,en,Allianz Global Investors Fund - Allianz European Equity Dividend AM (H2-HKD),HKD,2025-05-04 12:58:49,March 2025
LU0971552830,45781,zh-HK,Allianz Global Investors Fund - Allianz European Equity Dividend AM (H2-HKD),HKD,2025-05-04 12:58:49,
LU0971552830,45781,zh-CN,Allianz Global Investors Fund - Allianz European Equity Dividend AM (H2-HKD),HKD,2025-05-04 12:58:49,
LU0971552673,29587,en,Allianz Global Investors Fund - Allianz European Equity Dividend AM (H2-USD),USD,2025-05-04 12:58:49,March 2025
LU0971552673,29587,zh-HK,Allianz Global Investors Fund - Allianz European Equity Dividend AM (H2-USD),USD,2025-05-04 12:58:49,
LU0971552673,29587,zh-CN,Allianz Global Investors Fund - Allianz European Equity Dividend AM (H2-USD),USD,2025-05-04 12:58:49,
LU0971552913,45313,en,Allianz Global Investors Fund - Allianz European Equity Dividend AM EUR,EUR,2025-05-04 12:58:49,March 2025
LU0971552913,45313,zh-HK,Allianz Global Investors Fund - Allianz European Equity Dividend AM EUR,EUR,2025-05-04 12:58:49,
LU0971552913,45313,zh-CN,Allianz Global Investors Fund - Allianz European Equity Dividend AM EUR,EUR,2025-05-04 12:58:49,
LU0414045822,25652,en,Allianz Global Investors Fund - Allianz European Equity Dividend AT EUR,EUR,2025-05-04 12:58:49,March 2025
LU0414045822,25652,zh-HK,Allianz Global Investors Fund - Allianz European Equity Dividend AT EUR,EUR,2025-05-04 12:58:49,
LU0414045822,25652,zh-CN,Allianz Global Investors Fund - Allianz European Equity Dividend AT EUR,EUR,2025-05-04 12:58:49,
LU0706718243,45731,en,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM (H2-AUD),AUD,2025-05-04 12:59:24,March 2025
LU0706718243,45731,zh-HK,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM (H2-AUD),AUD,2025-05-04 12:59:24,
LU0706718243,45731,zh-CN,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM (H2-AUD),AUD,2025-05-04 12:59:24,
LU0706718755,45730,en,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM (H2-CAD),CAD,2025-05-04 12:59:24,March 2025
LU0706718755,45730,zh-HK,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM (H2-CAD),CAD,2025-05-04 12:59:24,
LU0706718755,45730,zh-CN,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM (H2-CAD),CAD,2025-05-04 12:59:24,
LU0790109010,45776,en,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM (H2-NZD),NZD,2025-05-04 12:59:24,March 2025
LU0790109010,45776,zh-HK,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM (H2-NZD),NZD,2025-05-04 12:59:24,
LU0790109010,45776,zh-CN,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM (H2-NZD),NZD,2025-05-04 12:59:24,
LU0774780943,45855,en,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM (H2-RMB),CNY,2025-05-04 12:59:24,March 2025
LU0774780943,45855,zh-CN,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM (H2-RMB),CNY,2025-05-04 12:59:24,
LU0774780943,45855,zh-HK,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM (H2-RMB),CNY,2025-05-04 12:59:24,
LU0706718086,20964,en,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM HKD,HKD,2025-05-04 12:59:24,March 2025
LU0706718086,20964,zh-HK,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM HKD,HKD,2025-05-04 12:59:24,
LU0706718086,20964,zh-CN,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM HKD,HKD,2025-05-04 12:59:24,
LU0745992734,42983,en,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM USD,USD,2025-05-04 12:59:24,March 2025
LU0745992734,42983,zh-HK,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM USD,USD,2025-05-04 12:59:24,
LU0745992734,42983,zh-CN,Allianz Global Investors Fund - Allianz Flexi Asia Bond AM USD,USD,2025-05-04 12:59:24,
LU0745992494,20965,en,Allianz Global Investors Fund - Allianz Flexi Asia Bond AT USD,USD,2025-05-04 12:59:24,March 2025
LU0745992494,20965,zh-HK,Allianz Global Investors Fund - Allianz Flexi Asia Bond AT USD,USD,2025-05-04 12:59:24,
LU0745992494,20965,zh-CN,Allianz Global Investors Fund - Allianz Flexi Asia Bond AT USD,USD,2025-05-04 12:59:24,
LU0342688198,27321,en,Allianz Global Investors Fund - Allianz Global Agricultural Trends A EUR,EUR,2024-03-17 08:51:48,August 2021
LU0342688198,27321,zh-HK,Allianz Global Investors Fund - Allianz Global Agricultural Trends A EUR,EUR,2024-03-17 08:51:48,
LU0342688198,27321,zh-CN,Allianz Global Investors Fund - Allianz Global Agricultural Trends A EUR,EUR,2024-03-17 08:51:48,
LU0342689089,16510,en,Allianz Global Investors Fund - Allianz Global Agricultural Trends AT USD,USD,2024-03-17 08:51:48,August 2021
LU0342689089,16510,zh-HK,Allianz Global Investors Fund - Allianz Global Agricultural Trends AT USD,USD,2024-03-17 08:51:48,
LU0342689089,16510,zh-CN,Allianz Global Investors Fund - Allianz Global Agricultural Trends AT USD,USD,2024-03-17 08:51:48,
LU1548497699,109240,en,Allianz Global Investors Fund - Allianz Global Artificial Intelligence AT EUR,EUR,2025-05-04 12:59:57,March 2025
LU1548497699,109240,zh-CN,Allianz Global Investors Fund - Allianz Global Artificial Intelligence AT EUR,EUR,2025-05-04 12:59:57,
LU1548497699,109240,zh-HK,Allianz Global Investors Fund - Allianz Global Artificial Intelligence AT EUR,EUR,2025-05-04 12:59:57,
LU1720051108,109224,en,Allianz Global Investors Fund - Allianz Global Artificial Intelligence AT HKD,HKD,2025-05-04 12:59:57,March 2025
LU1720051108,109224,zh-CN,Allianz Global Investors Fund - Allianz Global Artificial Intelligence AT HKD,HKD,2025-05-04 12:59:57,
LU1720051108,109224,zh-HK,Allianz Global Investors Fund - Allianz Global Artificial Intelligence AT HKD,HKD,2025-05-04 12:59:57,
LU1548497426,96454,en,Allianz Global Investors Fund - Allianz Global Artificial Intelligence AT USD,USD,2025-05-04 12:59:57,March 2025
LU1548497426,96454,zh-CN,Allianz Global Investors Fund - Allianz Global Artificial Intelligence AT USD,USD,2025-05-04 12:59:57,
LU1548497426,96454,zh-HK,Allianz Global Investors Fund - Allianz Global Artificial Intelligence AT USD,USD,2025-05-04 12:59:57,
LU0342679015,42957,en,Allianz Global Investors Fund - Allianz Global Equity Unconstrained AT USD,USD,2025-05-04 13:00:20,March 2025
LU0342679015,42957,zh-HK,Allianz Global Investors Fund - Allianz Global Equity Unconstrained AT USD,USD,2025-05-04 13:00:20,
LU0342679015,42957,zh-CN,Allianz Global Investors Fund - Allianz Global Equity Unconstrained AT USD,USD,2025-05-04 13:00:20,
LU0348723411,25311,en,Allianz Global Investors Fund - Allianz Global HiTech Growth A USD,USD,2025-05-04 13:00:44,March 2025
LU0348723411,25311,zh-HK,Allianz Global Investors Fund - Allianz Global HiTech Growth A USD,USD,2025-05-04 13:00:44,
LU0348723411,25311,zh-CN,Allianz Global Investors Fund - Allianz Global HiTech Growth A USD,USD,2025-05-04 13:00:44,
LU0540923850,36635,en,Allianz Global Investors Fund - Allianz Hong Kong Equity A HKD,HKD,2025-05-04 13:01:03,March 2025
LU0540923850,36635,zh-HK,Allianz Global Investors Fund - Allianz Hong Kong Equity A HKD,HKD,2025-05-04 13:01:03,
LU0540923850,36635,zh-CN,Allianz Global Investors Fund - Allianz Hong Kong Equity A HKD,HKD,2025-05-04 13:01:03,
LU0348735423,16535,en,Allianz Global Investors Fund - Allianz Hong Kong Equity A USD,USD,2025-05-04 13:01:03,March 2025
LU0348735423,16535,zh-HK,Allianz Global Investors Fund - Allianz Hong Kong Equity A USD,USD,2025-05-04 13:01:03,
LU0348735423,16535,zh-CN,Allianz Global Investors Fund - Allianz Hong Kong Equity A USD,USD,2025-05-04 13:01:03,
LU0634319403,16511,en,Allianz Global Investors Fund - Allianz Hong Kong Equity AT HKD,HKD,2025-05-04 13:01:03,March 2025
LU0634319403,16511,zh-HK,Allianz Global Investors Fund - Allianz Hong Kong Equity AT HKD,HKD,2025-05-04 13:01:03,
LU0634319403,16511,zh-CN,Allianz Global Investors Fund - Allianz Hong Kong Equity AT HKD,HKD,2025-05-04 13:01:03,
