Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
13223,LU0048597586,01/08/2023,01/04/2024,368,124,YES
17097,LU0205439572,01/01/2024,01/04/2024,215,124,YES
58421,LU1046420714,01/01/2024,01/04/2024,215,124,YES
58422,LU1119993845,01/01/2024,01/04/2024,215,124,YES
58423,LU0877626530,01/01/2024,01/04/2024,215,124,YES
17098,LU0270844359,01/12/2018,01/12/2018,2072,2072,NO
50508,LU0605512432,01/08/2023,01/06/2024,368,63,YES
50506,LU0605512275,01/08/2023,01/06/2024,368,63,YES
26791,LU0238205446,01/01/2024,01/04/2024,215,124,YES
24112,LU0238205958,01/01/2024,01/04/2024,215,124,YES
27637,LU0238205289,01/01/2024,01/04/2024,215,124,YES
36671,LU0238204472,01/01/2024,01/04/2024,215,124,YES
36672,N/A,01/01/2024,Date not found in the paragraph,215,N/A,YES
33830,LU0238203821,01/01/2024,01/04/2024,215,124,YES
