Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
13772,LU0278470132,01/04/2023,01/04/2024,491,125,YES
33480,N/A,01/04/2023,Date not found in the paragraph,491,N/A,YES
33485,N/A,01/04/2023,Date not found in the paragraph,491,N/A,YES
20460,LU0278470058,01/04/2023,01/04/2024,491,125,YES
33488,LU0172748641,01/04/2022,01/04/2022,856,856,NO
33487,LU0171279184,01/04/2022,01/04/2022,856,856,NO
16792,LU0172396516,01/04/2022,01/04/2024,856,125,YES
16791,LU0050372472,01/04/2022,01/04/2024,856,125,YES
13749,LU0432365988,01/04/2024,01/04/2024,125,125,NO
47620,LU0969580488,01/04/2023,01/04/2024,491,125,YES
8924,LU0093502762,01/04/2023,01/04/2024,491,125,YES
8939,LU0171277485,01/04/2023,01/04/2024,491,125,YES
45648,LU1153584641,01/09/2023,01/04/2024,338,125,YES
47619,LU1220229436,01/09/2023,01/04/2024,338,125,YES
45504,LU1019632923,01/09/2023,01/04/2024,338,125,YES
45643,LU1019636163,01/09/2023,01/04/2024,338,125,YES
45646,LU1051768569,01/09/2023,01/04/2024,338,125,YES
13690,LU0562822386,01/09/2023,01/04/2024,338,125,YES
47621,LU1051770623,01/09/2023,01/04/2024,338,125,YES
27476,LU0011846440,01/04/2023,01/04/2024,491,125,YES
45341,LU1023059733,01/04/2023,01/04/2024,491,125,YES
9970,LU0171280430,01/04/2023,01/04/2022,491,856,YES
13753,LU0526926950,01/04/2023,01/04/2024,491,125,YES
45283,LU0788108743,01/04/2023,01/04/2024,491,125,YES
45709,LU1023060665,01/04/2023,01/04/2024,491,125,YES
45717,LU1023060319,01/04/2023,01/04/2024,491,125,YES
45644,LU1023060079,01/04/2023,01/04/2024,491,125,YES
33491,LU0154234636,01/04/2023,01/04/2024,491,125,YES
33492,LU0171276677,01/04/2023,01/04/2024,491,125,YES
45342,LU1023061044,01/04/2023,01/04/2024,491,125,YES
45344,LU1023061713,01/04/2023,01/04/2024,491,125,YES
