Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
28591,LU0211328371,01/04/2023,29/04/2024,491,97,YES
36483,LU0098868002,01/04/2023,01/04/2024,491,125,YES
8486,LU0029864427,01/04/2023,29/04/2024,491,97,YES
17217,LU0128525929,01/04/2023,29/04/2024,491,97,YES
17230,N/A,01/04/2023,Date not found in the paragraph,491,N/A,YES
36437,LU0496365809,01/04/2023,29/04/2024,491,97,YES
22263,LU0211326839,01/04/2023,29/04/2024,491,97,YES
12927,LU0211326755,01/04/2023,29/04/2024,491,97,YES
36523,LU0211327134,01/04/2023,01/04/2024,491,125,YES
35748,LU0029874061,01/04/2023,29/04/2024,491,97,YES
21061,LU0536402737,01/08/2023,29/04/2024,369,97,YES
10615,LU0476943963,01/08/2023,29/04/2024,369,97,YES
21278,LU0294221097,01/08/2023,29/04/2024,369,97,YES
12189,LU0260870661,01/08/2023,29/04/2024,369,97,YES
10616,LU0170475312,01/08/2023,29/04/2024,369,97,YES
11610,LU0316493153,01/08/2023,29/04/2024,369,97,YES
35751,LU0366773504,01/08/2023,29/04/2024,369,97,YES
36402,LU0170477284,01/08/2023,29/04/2024,369,97,YES
10607,LU0234926953,01/08/2023,29/04/2024,369,97,YES
