Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
48756,LU1223082196,01/04/2023,10/04/2024,491,116,YES
48755,LU1223083087,01/04/2023,10/04/2024,491,116,YES
19691,LU0180781048,01/04/2023,01/04/2024,491,125,YES
41934,LU0894486033,01/04/2023,03/04/2024,491,123,YES
35549,LU0757360457,01/04/2023,03/04/2024,491,123,YES
45706,LU0910996080,01/04/2023,03/04/2024,491,123,YES
28087,LU0757360960,01/04/2023,03/04/2024,491,123,YES
30482,LU0757359368,01/04/2023,03/04/2024,491,123,YES
22997,LU0903425840,01/04/2023,03/04/2024,491,123,YES
45297,LU0911024122,01/04/2023,03/04/2024,491,123,YES
21056,LU0757359954,01/04/2023,03/04/2024,491,123,YES
45764,LU0894485498,01/04/2023,03/04/2024,491,123,YES
167416,LU1823147811,01/04/2023,25/04/2024,491,101,YES
130386,LU1516354237,01/04/2023,25/04/2024,491,101,YES
167414,LU1823147571,01/04/2023,25/04/2024,491,101,YES
134527,LU1751208403,01/04/2023,25/04/2024,491,101,YES
167417,LU1823147654,01/04/2023,25/04/2024,491,101,YES
167415,LU1823147498,01/04/2023,25/04/2024,491,101,YES
167411,LU1516354583,01/04/2023,25/04/2024,491,101,YES
167412,LU1823147738,01/04/2023,25/04/2024,491,101,YES
