Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
25812,LU0476943880,01/04/2023,29/04/2024,491,97,YES
22262,LU0536402570,01/04/2023,29/04/2024,491,97,YES
36477,N/A,01/04/2023,Date not found in the paragraph,491,N/A,YES
35757,LU0366770310,01/04/2023,29/04/2024,491,97,YES
17215,N/A,01/04/2023,Date not found in the paragraph,491,N/A,YES
36424,LU0476943617,01/04/2023,29/04/2024,491,97,YES
15278,LU0316492692,01/04/2023,29/04/2024,491,97,YES
26817,LU0152981543,01/04/2023,29/04/2024,491,97,YES
8487,LU0252652382,01/04/2023,29/04/2024,491,97,YES
17216,LU0294219869,01/04/2023,29/04/2024,491,97,YES
8485,LU0029873410,01/04/2023,29/04/2024,491,97,YES
24424,LU0211327993,01/04/2023,29/04/2024,491,97,YES
36467,LU0211330435,01/04/2023,29/04/2024,491,97,YES
