Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
34474,IE0002122038,01/12/2023,31/07/2024,247,4,YES
36525,IE0031118791,01/10/2021,01/10/2021,1038,1038,NO
27743,N/A,01/10/2021,Date not found in the paragraph,1038,N/A,NO
34481,N/A,01/10/2021,Date not found in the paragraph,1038,N/A,NO
36519,IE0033534995,01/12/2023,31/07/2024,247,4,YES
36469,IE0033534664,01/12/2023,31/07/2024,247,4,YES
36411,IE0033534441,01/12/2023,31/07/2024,247,4,YES
17692,IE0033534557,01/12/2023,01/04/2024,247,125,YES
36456,IE0033534771,01/12/2023,31/07/2024,247,4,YES
36410,IE0002167660,01/12/2023,31/07/2024,247,4,YES
34477,IE0009356076,01/12/2023,31/07/2024,247,4,YES
34476,IE0002167009,01/12/2023,31/07/2024,247,4,YES
36529,IE0031119435,01/12/2023,31/07/2024,247,4,YES
36494,IE0031119328,01/12/2023,31/07/2024,247,4,YES
36547,IE0009531157,01/12/2023,31/07/2024,247,4,YES
34478,IE0009530639,01/12/2023,31/07/2024,247,4,YES
34480,IE0004446757,01/12/2023,31/07/2024,247,4,YES
34479,IE0004446971,01/12/2023,31/07/2024,247,4,YES
8881,IE0004445239,01/12/2023,31/07/2024,247,4,YES
34487,IE0009531827,01/12/2023,31/07/2024,247,4,YES
36408,IE0031118916,01/12/2023,31/07/2024,247,4,YES
34483,IE0031027877,01/04/2021,30/04/2021,1221,1192,NO
36502,IE0031138971,01/04/2021,30/04/2021,1221,1192,NO
34485,IE0004858563,01/12/2023,31/07/2024,247,4,YES
34484,IE0009533641,01/12/2023,31/07/2024,247,4,YES
34486,N/A,01/12/2023,Date not found in the paragraph,247,N/A,YES
36406,IE0031119542,01/12/2023,31/07/2024,247,4,YES
36511,IE0031119658,01/12/2023,31/07/2024,247,4,YES
36434,IE0001262298,01/10/2021,01/10/2021,1038,1038,NO
35162,IE0001257090,01/10/2021,01/10/2021,1038,1038,NO
35163,IE0001256803,01/10/2021,01/10/2021,1038,1038,NO
34489,IE0009354923,01/12/2023,31/07/2024,247,4,YES
8980,LU0229494975,01/04/2023,30/04/2024,491,96,YES
27139,LU0229494629,01/04/2023,30/04/2024,491,96,YES
21612,LU0264605907,01/11/2023,30/04/2024,277,96,YES
