Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
16849,LU0385154629,01/04/2023,01/04/2024,490,124,YES
33501,LU0171290744,01/12/2019,01/12/2019,1707,1707,NO
33500,LU0171290314,01/12/2019,01/12/2019,1707,1707,NO
33502,LU0035112944,01/12/2019,01/04/2021,1707,1220,YES
27480,LU0171289902,01/04/2023,01/04/2024,490,124,YES
8329,LU0124384867,01/04/2023,01/04/2024,490,124,YES
729617,LU2655522931,01/04/2024,01/04/2024,124,124,NO
729618,LU2655522857,01/04/2024,01/04/2024,124,124,NO
33506,LU0171296279,01/04/2023,01/04/2024,490,124,YES
33505,N/A,01/04/2023,Date not found in the paragraph,490,N/A,YES
13720,LU0200685153,01/04/2023,01/04/2024,490,124,YES
12113,LU0072461881,01/04/2023,01/04/2024,490,124,YES
16822,LU0172417379,01/04/2023,01/04/2024,490,124,YES
13738,LU0096258362,01/04/2023,01/04/2024,490,124,YES
45017,LU0738912566,01/09/2023,01/04/2024,337,124,YES
45023,N/A,01/09/2023,Date not found in the paragraph,337,N/A,YES
13724,LU0046676465,01/09/2023,01/04/2024,337,124,YES
13776,LU0006061419,01/04/2023,01/04/2024,490,124,YES
13725,N/A,01/04/2023,Date not found in the paragraph,490,N/A,YES
