Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
58051,HK0000306420,01/10/2023,30/04/2024,308,96,YES
58052,HK0000306412,01/10/2023,30/04/2024,308,96,YES
17729,HK0000055837,01/10/2023,30/04/2024,308,96,YES
17745,HK0000057072,01/04/2019,01/04/2019,1952,1952,NO
8418,MU0129U00005,01/04/2023,30/04/2024,491,96,YES
8419,HK0000055662,01/04/2023,31/07/2024,491,4,YES
45021,LU0893966621,01/10/2023,30/04/2024,308,96,YES
23936,LU0356780857,01/10/2023,30/04/2024,308,96,YES
42605,LU0727847666,01/10/2023,30/04/2024,308,96,YES
21365,N/A,01/11/2018,Date not found in the paragraph,2103,N/A,YES
50513,N/A,01/11/2018,Date not found in the paragraph,2103,N/A,YES
50511,N/A,01/11/2018,Date not found in the paragraph,2103,N/A,YES
17749,HK0000055670,01/04/2024,30/04/2024,125,96,NO
45020,HK0000155504,01/04/2024,30/04/2024,125,96,NO
45838,HK0000155496,01/04/2024,30/04/2024,125,96,NO
17752,HK0000055696,01/04/2019,01/04/2019,1952,1952,NO
8420,HK0000055712,01/04/2023,30/04/2024,491,96,YES
17754,HK0000055720,01/04/2023,31/07/2024,491,4,YES
17755,HK0000055738,01/04/2023,30/04/2024,491,96,YES
719091,HK0000312832,01/04/2023,31/07/2024,491,4,YES
719092,HK0000312840,01/04/2023,31/07/2024,491,4,YES
42986,HK0000122462,01/04/2023,30/04/2024,491,96,YES
45836,HK0000115318,01/04/2023,30/04/2024,491,96,YES
45824,HK0000115326,01/04/2023,30/04/2024,491,96,YES
45857,HK0000192325,01/04/2023,30/04/2024,491,96,YES
23500,HK0000122470,01/04/2023,31/07/2024,491,4,YES
45779,HK0000115300,01/04/2023,30/04/2024,491,96,YES
36413,HK0000084522,01/04/2023,31/07/2024,491,4,YES
45853,HK0000192317,01/04/2023,30/04/2024,491,96,YES
21019,HK0000084514,01/04/2023,30/04/2024,491,96,YES
8421,HK0000055746,01/04/2023,30/04/2024,491,96,YES
17756,HK0000055761,01/04/2023,31/07/2024,491,4,YES
12069,HK0000055779,01/04/2023,31/07/2024,491,4,YES
8425,HK0000055787,01/04/2023,30/04/2024,491,96,YES
40354,IE00B7KXQ091,01/12/2023,31/07/2024,247,4,YES
304973,IE00B775H168,01/12/2023,31/07/2024,247,4,YES
329716,N/A,01/04/2021,Date not found in the paragraph,1221,N/A,YES
329714,N/A,01/04/2021,Date not found in the paragraph,1221,N/A,YES
34470,IE0009514989,01/12/2023,31/07/2024,247,4,YES
36421,IE0031118809,01/12/2023,31/07/2024,247,4,YES
17691,IE0004445015,01/12/2023,01/04/2024,247,125,YES
34472,IE0004445783,01/12/2023,31/07/2024,247,4,YES
36436,IE0031119211,01/12/2023,31/07/2024,247,4,YES
34473,IE0004445676,01/12/2023,31/07/2024,247,4,YES
36455,IE0031119104,01/12/2023,31/07/2024,247,4,YES
34471,IE0009516141,01/12/2023,31/07/2024,247,4,YES
34475,IE0009355771,01/12/2023,31/07/2024,247,4,YES
