Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
45768,IE00BN8TJ469,01/04/2023,19/04/2024,491,107,YES
45775,IE00BJVDNX44,01/04/2023,19/04/2024,491,107,YES
45787,IE00BBT3K403,01/04/2023,19/04/2024,491,107,YES
45736,IE00BBT3K734,01/04/2023,19/04/2024,491,107,YES
45751,IE00BLSP4239,01/04/2023,19/04/2024,491,107,YES
36478,IE00B19Z9Q15,01/04/2023,19/04/2024,491,107,YES
36394,IE00B52Q6Q83,01/04/2023,19/04/2024,491,107,YES
45502,IE00BB0QYX57,01/04/2023,19/04/2024,491,107,YES
25043,IE00B19Z9Z06,01/04/2023,19/04/2024,491,107,YES
36398,IE00B4QHBH62,01/04/2023,19/04/2024,491,107,YES
36461,IE00B4QLPV05,01/04/2023,19/04/2024,491,107,YES
25044,IE00B19Z9505,01/04/2023,19/04/2024,491,107,YES
36454,IE00B19Z8X17,01/04/2023,19/04/2024,491,107,YES
17815,IE00B19Z3581,01/04/2023,07/06/2024,491,58,YES
53336,IE00BQJZX192,01/04/2023,28/04/2023,491,464,NO
36431,IE00B5558X31,01/04/2023,28/04/2023,491,464,NO
53337,IE00BQJZWZ67,01/04/2023,28/04/2023,491,464,NO
17810,IE00B19Z5X02,01/04/2023,28/04/2023,491,464,NO
53334,IE00BQJZX085,01/04/2023,28/04/2023,491,464,NO
36542,IE00B5280D97,01/04/2022,30/04/2022,856,827,NO
