Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
164912,LU1775961672,01/07/2023,29/04/2024,400,97,YES
143412,N/A,01/07/2023,Date not found in the paragraph,400,N/A,YES
142675,LU1775961243,01/07/2023,29/04/2024,400,97,YES
36541,LU0130708497,01/07/2020,02/07/2020,1495,1494,NO
34448,LU0028120375,01/07/2020,02/07/2020,1495,1494,NO
36546,LU0100598522,01/07/2020,02/07/2020,1495,1494,NO
34447,LU0275062080,01/03/2019,18/03/2019,1983,1966,NO
17520,LU0275062247,01/03/2019,18/03/2019,1983,1966,NO
164913,LU1775955278,01/07/2023,29/04/2024,400,97,YES
144944,LU1775954206,01/07/2023,29/04/2024,400,97,YES
156324,LU1775955435,01/07/2023,29/04/2024,400,97,YES
144943,LU1775955864,01/07/2023,29/04/2024,400,97,YES
142678,N/A,01/01/2024,Date not found in the paragraph,216,N/A,YES
164914,LU1775952762,01/01/2024,29/04/2024,216,97,YES
36489,LU0123357849,01/04/2023,29/04/2024,491,97,YES
17524,LU0123357419,01/04/2023,29/04/2024,491,97,YES
34450,LU0367024519,01/04/2023,29/04/2024,491,97,YES
17525,LU0119747243,01/02/2016,24/02/2016,3107,3084,NO
17526,LU0102737730,01/04/2023,29/04/2024,491,97,YES
20627,LU0066341099,01/08/2014,20/08/2014,3656,3637,NO
36517,LU0130707333,01/08/2014,20/08/2014,3656,3637,NO
12225,LU0082941435,01/08/2014,21/05/2013,3656,4093,YES
197913,LU1887442140,01/04/2023,29/04/2024,491,97,YES
24083,LU0052864419,01/04/2023,29/04/2024,491,97,YES
36396,LU0130709461,01/04/2023,29/04/2024,491,97,YES
142444,LU1775982595,01/04/2023,29/04/2024,491,97,YES
164915,LU1775951871,01/04/2023,29/04/2024,491,97,YES
164916,LU1775969816,01/04/2023,29/04/2024,491,97,YES
164334,LU1775967950,01/04/2023,29/04/2024,491,97,YES
164333,LU1775968685,01/04/2023,29/04/2024,491,97,YES
164343,LU1775969147,01/04/2023,29/04/2024,491,97,YES
164342,LU1775969659,01/04/2023,29/04/2024,491,97,YES
34458,LU0367025839,01/04/2023,29/04/2024,491,97,YES
