STRATEGYKEY,TICKERNAME,ISIN,CCY,ACTIVE,LOCALE,DOCDATE,EXTERNALURL
228742,Allianz Selection Income and Growth Fund Class AM USD,HK0000532074,USD,true,zh_TW,2024-02-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000014FGP&documenttype=76&market=1447&investmenttype=1&frame=0
228742,Allianz Selection Income and Growth Fund Class AM USD,HK0000532074,USD,true,en,2024-02-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000014FGP&documenttype=76&market=1447&investmenttype=1&frame=0
228924,JPMorgan Funds - Income Fund A (mth) - AUD (hedged),LU2044938129,AUD,true,zh_TW,2024-08-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0000146XS&documenttype=76&market=1447&investmenttype=1&frame=0
228924,JPMorgan Funds - Income Fund A (mth) - AUD (hedged),LU2044938129,AUD,true,en,2024-08-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0000146XS&documenttype=76&market=1447&investmenttype=1&frame=0
228973,abrdn SICAV I - Frontier Markets Bond Fund A MInc USD,LU0963865083,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000QGDB&documenttype=76&market=1447&investmenttype=1&frame=0
228973,abrdn SICAV I - Frontier Markets Bond Fund A MInc USD,LU0963865083,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000QGDB&documenttype=76&market=1447&investmenttype=1&frame=0
228973,abrdn SICAV I - Frontier Markets Bond Fund A MInc USD,LU0963865083,USD,true,en,2015-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000QGDB&documenttype=76&market=0&investmenttype=1&frame=0
229785,JPMorgan Funds - Income Fund A (mth) - GBP (hedged),LU2044938715,GBP,true,zh_TW,2024-08-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0000146XQ&documenttype=76&market=1447&investmenttype=1&frame=0
229785,JPMorgan Funds - Income Fund A (mth) - GBP (hedged),LU2044938715,GBP,true,en,2024-08-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0000146XQ&documenttype=76&market=1447&investmenttype=1&frame=0
8313,abrdn SICAV I - Asian Smaller Companies Fund A Acc USD,LU0231459107,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06X7H&documenttype=76&market=1447&investmenttype=1&frame=0
8313,abrdn SICAV I - Asian Smaller Companies Fund A Acc USD,LU0231459107,USD,true,zh_TW,2018-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06X7H&documenttype=76&market=1444&investmenttype=1&frame=0
8313,abrdn SICAV I - Asian Smaller Companies Fund A Acc USD,LU0231459107,USD,true,zh_TW,2018-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06X7H&documenttype=76&market=1452&investmenttype=1&frame=0
8313,abrdn SICAV I - Asian Smaller Companies Fund A Acc USD,LU0231459107,USD,true,zh_TW,2013-10-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06X7H&documenttype=76&market=0&investmenttype=1&frame=0
8313,abrdn SICAV I - Asian Smaller Companies Fund A Acc USD,LU0231459107,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06X7H&documenttype=76&market=1447&investmenttype=1&frame=0
8313,abrdn SICAV I - Asian Smaller Companies Fund A Acc USD,LU0231459107,USD,true,en,2018-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06X7H&documenttype=76&market=1444&investmenttype=1&frame=0
8313,abrdn SICAV I - Asian Smaller Companies Fund A Acc USD,LU0231459107,USD,true,en,2018-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06X7H&documenttype=76&market=1452&investmenttype=1&frame=0
8313,abrdn SICAV I - Asian Smaller Companies Fund A Acc USD,LU0231459107,USD,true,en,2015-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06X7H&documenttype=76&market=0&investmenttype=1&frame=0
230212,Allianz Global Investors Fund - Allianz All China Equity AT USD,LU1720050803,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000ZV6F&documenttype=76&market=1447&investmenttype=1&frame=0
230212,Allianz Global Investors Fund - Allianz All China Equity AT USD,LU1720050803,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000ZV6F&documenttype=76&market=1447&investmenttype=1&frame=0
8319,Barings International Umbrella Fund - Barings ASEAN Frontiers Fund Class A EUR Inc,IE0004868828,EUR,true,zh_TW,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04SJ0&documenttype=76&market=1447&investmenttype=1&frame=0
8319,Barings International Umbrella Fund - Barings ASEAN Frontiers Fund Class A EUR Inc,IE0004868828,EUR,true,en,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04SJ0&documenttype=76&market=1447&investmenttype=1&frame=0
8320,Barings International Umbrella Fund - Barings ASEAN Frontiers Fund Class A GBP Inc,IE00B3BC5T90,GBP,true,zh_TW,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0000023FW&documenttype=76&market=1447&investmenttype=1&frame=0
8320,Barings International Umbrella Fund - Barings ASEAN Frontiers Fund Class A GBP Inc,IE00B3BC5T90,GBP,true,en,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0000023FW&documenttype=76&market=1447&investmenttype=1&frame=0
8321,Barings International Umbrella Fund - Barings ASEAN Frontiers Fund Class A USD Inc,IE0000830236,USD,true,zh_TW,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04SEX&documenttype=76&market=1447&investmenttype=1&frame=0
8321,Barings International Umbrella Fund - Barings ASEAN Frontiers Fund Class A USD Inc,IE0000830236,USD,true,en,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04SEX&documenttype=76&market=1447&investmenttype=1&frame=0
230838,ChinaAMC Select Money Market Fund Class A HKD Accumulation,HK0000489945,HKD,true,zh_TW,2024-01-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000013HJD&documenttype=76&market=1447&investmenttype=1&frame=0
230838,ChinaAMC Select Money Market Fund Class A HKD Accumulation,HK0000489945,HKD,true,en,2024-01-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000013HJD&documenttype=76&market=1447&investmenttype=1&frame=0
325453,Eastspring Investments - Asian Bond Fund - ADM,LU0428352776,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000002XSL&documenttype=76&market=1447&investmenttype=1&frame=0
325453,Eastspring Investments - Asian Bond Fund - ADM,LU0428352776,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000002XSL&documenttype=76&market=1447&investmenttype=1&frame=0
8322,Barings International Umbrella Fund - Barings Eastern Europe Fund Class A EUR Inc,IE0004852103,EUR,true,zh_TW,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04SJK&documenttype=76&market=1447&investmenttype=1&frame=0
8322,Barings International Umbrella Fund - Barings Eastern Europe Fund Class A EUR Inc,IE0004852103,EUR,true,en,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04SJK&documenttype=76&market=1447&investmenttype=1&frame=0
8323,Barings International Umbrella Fund - Barings Eastern Europe Fund Class A USD Inc,IE0000805634,USD,true,zh_TW,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04SJJ&documenttype=76&market=1447&investmenttype=1&frame=0
8323,Barings International Umbrella Fund - Barings Eastern Europe Fund Class A USD Inc,IE0000805634,USD,true,en,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04SJJ&documenttype=76&market=1447&investmenttype=1&frame=0
325490,Eastspring Investments- Asian High Yield Bond Fund A-USD,LU0801099465,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000OLE2&documenttype=76&market=1447&investmenttype=1&frame=0
325490,Eastspring Investments- Asian High Yield Bond Fund A-USD,LU0801099465,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000OLE2&documenttype=76&market=1447&investmenttype=1&frame=0
8324,Barings International Umbrella Fund - Barings Hong Kong China Fund Class A USD Inc,IE0000829238,USD,true,zh_TW,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04SEW&documenttype=76&market=1447&investmenttype=1&frame=0
8324,Barings International Umbrella Fund - Barings Hong Kong China Fund Class A USD Inc,IE0000829238,USD,true,en,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04SEW&documenttype=76&market=1447&investmenttype=1&frame=0
231883,Allianz Global Investors Fund - Allianz Thematica A EUR,LU1479563717,EUR,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000Y99J&documenttype=76&market=1447&investmenttype=1&frame=0
231883,Allianz Global Investors Fund - Allianz Thematica A EUR,LU1479563717,EUR,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000Y99J&documenttype=76&market=1447&investmenttype=1&frame=0
8325,Barings Emerging Markets Umbrella Fund - Barings Latin America Fund Class A EUR Inc,IE0004851022,EUR,true,zh_TW,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04SJI&documenttype=76&market=1447&investmenttype=1&frame=0
8325,Barings Emerging Markets Umbrella Fund - Barings Latin America Fund Class A EUR Inc,IE0004851022,EUR,true,en,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04SJI&documenttype=76&market=1447&investmenttype=1&frame=0
8326,Barings Emerging Markets Umbrella Fund - Barings Latin America Fund Class A USD Inc,IE0000828933,USD,true,zh_TW,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04SJG&documenttype=76&market=1447&investmenttype=1&frame=0
8326,Barings Emerging Markets Umbrella Fund - Barings Latin America Fund Class A USD Inc,IE0000828933,USD,true,en,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04SJG&documenttype=76&market=1447&investmenttype=1&frame=0
8328,BlackRock Global Funds - Emerging Markets Fund A2,LU0047713382,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04AR4&documenttype=76&market=1447&investmenttype=1&frame=0
8328,BlackRock Global Funds - Emerging Markets Fund A2,LU0047713382,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04AR4&documenttype=76&market=1447&investmenttype=1&frame=0
8329,BlackRock Global Funds - Sustainable Energy Fund A2,LU0124384867,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04KF3&documenttype=76&market=1447&investmenttype=1&frame=0
8329,BlackRock Global Funds - Sustainable Energy Fund A2,LU0124384867,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04KF3&documenttype=76&market=1447&investmenttype=1&frame=0
8333,BlackRock Global Funds - United Kingdom Fund A2,LU0011847091,GBP,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04APW&documenttype=76&market=1447&investmenttype=1&frame=0
8333,BlackRock Global Funds - United Kingdom Fund A2,LU0011847091,GBP,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04APW&documenttype=76&market=1447&investmenttype=1&frame=0
260315,Eastspring Investments - Asia Real Estate Multi Asset Income Fund ADM Dis,LU2088747998,USD,false,zh_TW,2023-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000014M3M&documenttype=76&market=1447&investmenttype=1&frame=0
260315,Eastspring Investments - Asia Real Estate Multi Asset Income Fund ADM Dis,LU2088747998,USD,false,en,2023-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000014M3M&documenttype=76&market=1447&investmenttype=1&frame=0
260316,Eastspring Investments - Asia Real Estate Multi Asset Income Fund AHDM Dis,LU2088748293,HKD,false,zh_TW,2023-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000014SHB&documenttype=76&market=1447&investmenttype=1&frame=0
260316,Eastspring Investments - Asia Real Estate Multi Asset Income Fund AHDM Dis,LU2088748293,HKD,false,en,2023-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000014SHB&documenttype=76&market=1447&investmenttype=1&frame=0
8338,DWS Global Agribusiness A2,LU0264451831,USD,false,zh_CN,2013-04-18 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=446&investmentid=FOGBR05U0O&documenttype=76&market=1447&investmenttype=1&frame=0
8338,DWS Global Agribusiness A2,LU0264451831,USD,false,zh_TW,2019-04-29 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=FOGBR05U0O&documenttype=76&market=1447&investmenttype=1&frame=0
8338,DWS Global Agribusiness A2,LU0264451831,USD,false,en,2019-04-29 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=FOGBR05U0O&documenttype=76&market=1447&investmenttype=1&frame=0
268449,Janus Henderson Capital Funds plc - Flexible Income Fund Class A3m HAUD,IE00B7GTJV38,AUD,true,zh_TW,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000PQVV&documenttype=76&market=1447&investmenttype=1&frame=0
268449,Janus Henderson Capital Funds plc - Flexible Income Fund Class A3m HAUD,IE00B7GTJV38,AUD,true,en,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000PQVV&documenttype=76&market=1447&investmenttype=1&frame=0
268449,Janus Henderson Capital Funds plc - Flexible Income Fund Class A3m HAUD,IE00B7GTJV38,AUD,true,en,2014-04-28 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000PQVV&documenttype=76&market=0&investmenttype=1&frame=0
268451,Janus Henderson Capital Funds plc - Flexible Income Fund Class A3m HKD,IE00B3R7SC21,HKD,true,zh_TW,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000PQVT&documenttype=76&market=1447&investmenttype=1&frame=0
268451,Janus Henderson Capital Funds plc - Flexible Income Fund Class A3m HKD,IE00B3R7SC21,HKD,true,en,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000PQVT&documenttype=76&market=1447&investmenttype=1&frame=0
268451,Janus Henderson Capital Funds plc - Flexible Income Fund Class A3m HKD,IE00B3R7SC21,HKD,true,en,2014-04-28 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000PQVT&documenttype=76&market=0&investmenttype=1&frame=0
8342,Fidelity Funds - China Consumer Fund A-Acc-EUR,LU0594300096,EUR,true,zh_TW,2024-08-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000M0N7&documenttype=76&market=1447&investmenttype=1&frame=0
8342,Fidelity Funds - China Consumer Fund A-Acc-EUR,LU0594300096,EUR,true,zh_TW,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000M0N7&documenttype=76&market=0&investmenttype=1&frame=0
8342,Fidelity Funds - China Consumer Fund A-Acc-EUR,LU0594300096,EUR,true,en,2024-08-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000M0N7&documenttype=76&market=1447&investmenttype=1&frame=0
8342,Fidelity Funds - China Consumer Fund A-Acc-EUR,LU0594300096,EUR,true,en,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000M0N7&documenttype=76&market=0&investmenttype=1&frame=0
268925,AB SICAV I - Low Volatility Total Return Equity Portfolio AD HKD D,LU1934455947,HKD,true,zh_TW,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000014UZB&documenttype=76&market=1447&investmenttype=1&frame=0
268925,AB SICAV I - Low Volatility Total Return Equity Portfolio AD HKD D,LU1934455947,HKD,true,en,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000014UZB&documenttype=76&market=1447&investmenttype=1&frame=0
268926,AB SICAV I - Low Volatility Total Return Equity Portfolio A HKD,LU1934455863,HKD,true,zh_TW,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000014UZC&documenttype=76&market=1447&investmenttype=1&frame=0
268926,AB SICAV I - Low Volatility Total Return Equity Portfolio A HKD,LU1934455863,HKD,true,en,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000014UZC&documenttype=76&market=1447&investmenttype=1&frame=0
268927,AB SICAV I - Low Volatility Total Return Equity Portfolio AD AUD H D,LU1934455780,AUD,true,zh_TW,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000014UZH&documenttype=76&market=1447&investmenttype=1&frame=0
268927,AB SICAV I - Low Volatility Total Return Equity Portfolio AD AUD H D,LU1934455780,AUD,true,en,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000014UZH&documenttype=76&market=1447&investmenttype=1&frame=0
268928,AB SICAV I - Low Volatility Total Return Equity Portfolio A AUD H,LU1934455608,AUD,true,zh_TW,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000014UZI&documenttype=76&market=1447&investmenttype=1&frame=0
268928,AB SICAV I - Low Volatility Total Return Equity Portfolio A AUD H,LU1934455608,AUD,true,en,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000014UZI&documenttype=76&market=1447&investmenttype=1&frame=0
268929,AB SICAV I - Low Volatility Total Return Equity Portfolio AD CAD H D,LU2056363075,CAD,true,zh_TW,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000014UZF&documenttype=76&market=1447&investmenttype=1&frame=0
268929,AB SICAV I - Low Volatility Total Return Equity Portfolio AD CAD H D,LU2056363075,CAD,true,en,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000014UZF&documenttype=76&market=1447&investmenttype=1&frame=0
268930,AB SICAV I - Low Volatility Total Return Equity Portfolio A CAD H,LU2056362937,CAD,false,zh_TW,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000014UZG&documenttype=76&market=1447&investmenttype=1&frame=0
268930,AB SICAV I - Low Volatility Total Return Equity Portfolio A CAD H,LU2056362937,CAD,false,en,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000014UZG&documenttype=76&market=1447&investmenttype=1&frame=0
269061,AB SICAV I - Low Volatility Total Return Equity Portfolio A EUR H,LU2056362424,EUR,true,zh_TW,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000014UZE&documenttype=76&market=1447&investmenttype=1&frame=0
269061,AB SICAV I - Low Volatility Total Return Equity Portfolio A EUR H,LU2056362424,EUR,true,en,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000014UZE&documenttype=76&market=1447&investmenttype=1&frame=0
27139,Janus Henderson Horizon Asia-Pacific Property Income Fund A3 USD,LU0229494629,USD,true,zh_TW,2024-04-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR0633O&documenttype=76&market=1447&investmenttype=1&frame=0
27139,Janus Henderson Horizon Asia-Pacific Property Income Fund A3 USD,LU0229494629,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR0633O&documenttype=76&market=1447&investmenttype=1&frame=0
27139,Janus Henderson Horizon Asia-Pacific Property Income Fund A3 USD,LU0229494629,USD,true,en,2014-06-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR0633O&documenttype=76&market=0&investmenttype=1&frame=0
8344,Fidelity Funds - China Consumer Fund A-Acc-USD,LU0594300179,USD,true,zh_TW,2024-08-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000M0N9&documenttype=76&market=1447&investmenttype=1&frame=0
8344,Fidelity Funds - China Consumer Fund A-Acc-USD,LU0594300179,USD,true,zh_TW,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000M0N9&documenttype=76&market=0&investmenttype=1&frame=0
8344,Fidelity Funds - China Consumer Fund A-Acc-USD,LU0594300179,USD,true,en,2024-08-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000M0N9&documenttype=76&market=1447&investmenttype=1&frame=0
8344,Fidelity Funds - China Consumer Fund A-Acc-USD,LU0594300179,USD,true,en,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000M0N9&documenttype=76&market=0&investmenttype=1&frame=0
328025,abrdn SICAV I - Frontier Markets Bond Fund A Acc USD,LU1725895616,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000ZXQN&documenttype=76&market=1447&investmenttype=1&frame=0
328025,abrdn SICAV I - Frontier Markets Bond Fund A Acc USD,LU1725895616,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000ZXQN&documenttype=76&market=1447&investmenttype=1&frame=0
268937,Franklin NextStep Moderate Fund A(Mdis)USD,LU1350352628,USD,true,zh_TW,2024-04-29 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000WVPD&documenttype=76&market=1447&investmenttype=1&frame=0
268937,Franklin NextStep Moderate Fund A(Mdis)USD,LU1350352628,USD,true,en,2024-04-29 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000WVPD&documenttype=76&market=1447&investmenttype=1&frame=0
8506,Fidelity Funds - American Growth Fund A-DIST-USD,LU0077335932,USD,true,zh_TW,2024-08-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04AWP&documenttype=76&market=1447&investmenttype=1&frame=0
