STRATEGYKEY,TICKERNAME,ISIN,CCY,ACTIVE,LOCALE,DOCDATE,EXTERNALURL
36696,Janus Henderson Horizon Global Technology Leaders Fund A2 EUR,LU0572952280,EUR,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000NAG9&documenttype=76&market=1447&investmenttype=1&frame=0
36696,Janus Henderson Horizon Global Technology Leaders Fund A2 EUR,LU0572952280,EUR,true,en,2018-09-11 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000NAG9&documenttype=76&market=1444&investmenttype=1&frame=0
36696,Janus Henderson Horizon Global Technology Leaders Fund A2 EUR,LU0572952280,EUR,true,en,2018-09-11 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000NAG9&documenttype=76&market=1452&investmenttype=1&frame=0
36698,Invesco Funds Series 1 - Invesco ASEAN Equity Fund B Annual Distribution USD,IE0030831279,USD,false,zh_TW,2017-10-12 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06TJI&documenttype=76&market=1447&investmenttype=1&frame=0
36698,Invesco Funds Series 1 - Invesco ASEAN Equity Fund B Annual Distribution USD,IE0030831279,USD,false,en,2017-10-12 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06TJI&documenttype=76&market=1447&investmenttype=1&frame=0
36394,FTGF ClearBridge US Aggressive Growth Fund Class GA Euro Accumulating,IE00B52Q6Q83,EUR,true,zh_TW,2024-04-19 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000JRWS&documenttype=76&market=1447&investmenttype=1&frame=0
36394,FTGF ClearBridge US Aggressive Growth Fund Class GA Euro Accumulating,IE00B52Q6Q83,EUR,true,en,2024-04-19 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000JRWS&documenttype=76&market=1447&investmenttype=1&frame=0
36394,FTGF ClearBridge US Aggressive Growth Fund Class GA Euro Accumulating,IE00B52Q6Q83,EUR,true,en,2012-11-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000JRWS&documenttype=76&market=1432&investmenttype=1&frame=0
36396,Invesco Funds - Invesco Global Consumer Trends Fund B Accumulation USD,LU0130709461,USD,true,zh_CN,2018-10-08 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=446&investmentid=F0GBR06C9V&documenttype=76&market=1447&investmenttype=1&frame=0
36396,Invesco Funds - Invesco Global Consumer Trends Fund B Accumulation USD,LU0130709461,USD,true,zh_TW,2024-04-29 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06C9V&documenttype=76&market=1447&investmenttype=1&frame=0
36396,Invesco Funds - Invesco Global Consumer Trends Fund B Accumulation USD,LU0130709461,USD,true,en,2024-04-29 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06C9V&documenttype=76&market=1447&investmenttype=1&frame=0
36397,Pictet-Latin American Local Currency Debt P dm USD,LU0476845283,USD,false,zh_TW,2020-07-24 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000GWKX&documenttype=76&market=1447&investmenttype=1&frame=0
36397,Pictet-Latin American Local Currency Debt P dm USD,LU0476845283,USD,false,en,2020-07-24 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000GWKX&documenttype=76&market=1447&investmenttype=1&frame=0
36398,FTGF ClearBridge US Appreciation Fund Class GA US$ Accumulating,IE00B4QHBH62,USD,true,zh_TW,2024-04-19 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000MJK9&documenttype=76&market=1447&investmenttype=1&frame=0
36398,FTGF ClearBridge US Appreciation Fund Class GA US$ Accumulating,IE00B4QHBH62,USD,true,en,2024-04-19 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000MJK9&documenttype=76&market=1447&investmenttype=1&frame=0
36398,FTGF ClearBridge US Appreciation Fund Class GA US$ Accumulating,IE00B4QHBH62,USD,true,en,2012-11-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000MJK9&documenttype=76&market=1432&investmenttype=1&frame=0
36399,Permal Advantage Multi-Strategy EUR A,LU0163012726,EUR,false,zh_TW,2012-10-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=FHUSA04B99&documenttype=76&market=1447&investmenttype=1&frame=0
36399,Permal Advantage Multi-Strategy EUR A,LU0163012726,EUR,false,en,2012-10-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=FHUSA04B99&documenttype=76&market=1447&investmenttype=1&frame=0
36401,FTGF Western Asset Asian Opportunities Fund Class A AUD Distributing (M) (Hedged) Plus,IE00B52FBY81,AUD,true,zh_CN,2013-01-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=446&investmentid=F00000N7B9&documenttype=76&market=1447&investmenttype=1&frame=0
36401,FTGF Western Asset Asian Opportunities Fund Class A AUD Distributing (M) (Hedged) Plus,IE00B52FBY81,AUD,true,zh_TW,2024-04-19 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000N7B9&documenttype=76&market=1447&investmenttype=1&frame=0
36401,FTGF Western Asset Asian Opportunities Fund Class A AUD Distributing (M) (Hedged) Plus,IE00B52FBY81,AUD,true,en,2024-04-19 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000N7B9&documenttype=76&market=1447&investmenttype=1&frame=0
36401,FTGF Western Asset Asian Opportunities Fund Class A AUD Distributing (M) (Hedged) Plus,IE00B52FBY81,AUD,true,en,2012-11-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000N7B9&documenttype=76&market=0&investmenttype=1&frame=0
36401,FTGF Western Asset Asian Opportunities Fund Class A AUD Distributing (M) (Hedged) Plus,IE00B52FBY81,AUD,true,en,2012-11-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000N7B9&documenttype=76&market=1432&investmenttype=1&frame=0
36402,Templeton Global Total Return Fund B(Mdis)USD,LU0170477284,USD,false,zh_TW,2024-04-29 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04HS1&documenttype=76&market=1447&investmenttype=1&frame=0
36402,Templeton Global Total Return Fund B(Mdis)USD,LU0170477284,USD,false,en,2024-04-29 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04HS1&documenttype=76&market=1447&investmenttype=1&frame=0
36405,Franklin MV Global Equity Growth and Income Fund Class GA Euro Accumulating,IE00B53FBM50,EUR,false,zh_TW,2021-03-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000MJKH&documenttype=76&market=1447&investmenttype=1&frame=0
36405,Franklin MV Global Equity Growth and Income Fund Class GA Euro Accumulating,IE00B53FBM50,EUR,false,en,2021-03-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000MJKH&documenttype=76&market=1447&investmenttype=1&frame=0
36406,Janus Henderson US Short Duration Bond Fund B1m USD,IE0031119542,USD,true,zh_TW,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04J18&documenttype=76&market=1447&investmenttype=1&frame=0
36406,Janus Henderson US Short Duration Bond Fund B1m USD,IE0031119542,USD,true,en,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04J18&documenttype=76&market=1447&investmenttype=1&frame=0
36406,Janus Henderson US Short Duration Bond Fund B1m USD,IE0031119542,USD,true,en,2014-04-28 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04J18&documenttype=76&market=0&investmenttype=1&frame=0
36408,Janus Henderson Capital Funds plc - US Forty Fund Class B2 USD,IE0031118916,USD,true,zh_TW,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04IY8&documenttype=76&market=1447&investmenttype=1&frame=0
36408,Janus Henderson Capital Funds plc - US Forty Fund Class B2 USD,IE0031118916,USD,true,en,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04IY8&documenttype=76&market=1447&investmenttype=1&frame=0
36408,Janus Henderson Capital Funds plc - US Forty Fund Class B2 USD,IE0031118916,USD,true,en,2014-04-28 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04IY8&documenttype=76&market=0&investmenttype=1&frame=0
36409,Franklin MV Global Equity Growth and Income Fund Class GA USD Accumulating,IE00B51GHT90,USD,false,zh_TW,2021-03-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000MJKF&documenttype=76&market=1447&investmenttype=1&frame=0
36409,Franklin MV Global Equity Growth and Income Fund Class GA USD Accumulating,IE00B51GHT90,USD,false,en,2021-03-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000MJKF&documenttype=76&market=1447&investmenttype=1&frame=0
36410,Janus Henderson Capital Funds plc - Global Technology and Innovation Fund Class B2 USD,IE0002167660,USD,true,zh_TW,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04SG4&documenttype=76&market=1447&investmenttype=1&frame=0
36410,Janus Henderson Capital Funds plc - Global Technology and Innovation Fund Class B2 USD,IE0002167660,USD,true,en,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04SG4&documenttype=76&market=1447&investmenttype=1&frame=0
36410,Janus Henderson Capital Funds plc - Global Technology and Innovation Fund Class B2 USD,IE0002167660,USD,true,en,2013-12-27 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04SG4&documenttype=76&market=0&investmenttype=1&frame=0
36411,Janus Henderson Capital Funds plc - Global Real Estate Equity Income Fund Class A3q USD,IE0033534441,USD,true,zh_TW,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04HV5&documenttype=76&market=1447&investmenttype=1&frame=0
36411,Janus Henderson Capital Funds plc - Global Real Estate Equity Income Fund Class A3q USD,IE0033534441,USD,true,en,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04HV5&documenttype=76&market=1447&investmenttype=1&frame=0
12077,abrdn SICAV I - All China Sustainable Equity Fund A Acc USD,LU0231483743,USD,true,zh_CN,2017-09-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=446&investmentid=F0GBR06U34&documenttype=76&market=1447&investmenttype=1&frame=0
12077,abrdn SICAV I - All China Sustainable Equity Fund A Acc USD,LU0231483743,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06U34&documenttype=76&market=1447&investmenttype=1&frame=0
12077,abrdn SICAV I - All China Sustainable Equity Fund A Acc USD,LU0231483743,USD,true,zh_TW,2018-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06U34&documenttype=76&market=1444&investmenttype=1&frame=0
12077,abrdn SICAV I - All China Sustainable Equity Fund A Acc USD,LU0231483743,USD,true,zh_TW,2018-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06U34&documenttype=76&market=1452&investmenttype=1&frame=0
12077,abrdn SICAV I - All China Sustainable Equity Fund A Acc USD,LU0231483743,USD,true,zh_TW,2013-10-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06U34&documenttype=76&market=0&investmenttype=1&frame=0
12077,abrdn SICAV I - All China Sustainable Equity Fund A Acc USD,LU0231483743,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06U34&documenttype=76&market=1447&investmenttype=1&frame=0
12077,abrdn SICAV I - All China Sustainable Equity Fund A Acc USD,LU0231483743,USD,true,en,2018-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06U34&documenttype=76&market=1444&investmenttype=1&frame=0
12077,abrdn SICAV I - All China Sustainable Equity Fund A Acc USD,LU0231483743,USD,true,en,2018-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06U34&documenttype=76&market=1452&investmenttype=1&frame=0
12077,abrdn SICAV I - All China Sustainable Equity Fund A Acc USD,LU0231483743,USD,true,en,2015-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06U34&documenttype=76&market=0&investmenttype=1&frame=0
36412,Schroder Asian Asset Income Fund A Accumulation HKD,HK0000081841,HKD,true,zh_TW,2024-03-28 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000MIS0&documenttype=76&market=1447&investmenttype=1&frame=0
36412,Schroder Asian Asset Income Fund A Accumulation HKD,HK0000081841,HKD,true,en,2024-03-28 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000MIS0&documenttype=76&market=1447&investmenttype=1&frame=0
16360,abrdn SICAV I - Select Euro High Yield Bond Fund A Acc EUR,LU0119176310,EUR,true,zh_CN,2015-03-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=446&investmentid=F0GBR04BU3&documenttype=76&market=1447&investmenttype=1&frame=0
16360,abrdn SICAV I - Select Euro High Yield Bond Fund A Acc EUR,LU0119176310,EUR,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04BU3&documenttype=76&market=1447&investmenttype=1&frame=0
16360,abrdn SICAV I - Select Euro High Yield Bond Fund A Acc EUR,LU0119176310,EUR,true,zh_TW,2020-10-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04BU3&documenttype=76&market=1474&investmenttype=1&frame=0
16360,abrdn SICAV I - Select Euro High Yield Bond Fund A Acc EUR,LU0119176310,EUR,true,zh_TW,2013-10-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04BU3&documenttype=76&market=0&investmenttype=1&frame=0
16360,abrdn SICAV I - Select Euro High Yield Bond Fund A Acc EUR,LU0119176310,EUR,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04BU3&documenttype=76&market=1447&investmenttype=1&frame=0
16360,abrdn SICAV I - Select Euro High Yield Bond Fund A Acc EUR,LU0119176310,EUR,true,en,2020-10-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04BU3&documenttype=76&market=1474&investmenttype=1&frame=0
16360,abrdn SICAV I - Select Euro High Yield Bond Fund A Acc EUR,LU0119176310,EUR,true,en,2017-09-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04BU3&documenttype=76&market=1461&investmenttype=1&frame=0
16360,abrdn SICAV I - Select Euro High Yield Bond Fund A Acc EUR,LU0119176310,EUR,true,en,2015-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04BU3&documenttype=76&market=0&investmenttype=1&frame=0
36413,JPMorgan Multi Income (mth) - HKD,HK0000084522,HKD,true,zh_TW,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000MRHD&documenttype=76&market=1447&investmenttype=1&frame=0
36413,JPMorgan Multi Income (mth) - HKD,HK0000084522,HKD,true,en,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000MRHD&documenttype=76&market=1447&investmenttype=1&frame=0
16361,abrdn SICAV I - European Sustainable Equity Fund A Acc EUR,LU0094541447,EUR,true,zh_CN,2015-03-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=446&investmentid=F0GBR04AWZ&documenttype=76&market=1447&investmenttype=1&frame=0
16361,abrdn SICAV I - European Sustainable Equity Fund A Acc EUR,LU0094541447,EUR,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04AWZ&documenttype=76&market=1447&investmenttype=1&frame=0
16361,abrdn SICAV I - European Sustainable Equity Fund A Acc EUR,LU0094541447,EUR,true,zh_TW,2013-10-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04AWZ&documenttype=76&market=0&investmenttype=1&frame=0
16361,abrdn SICAV I - European Sustainable Equity Fund A Acc EUR,LU0094541447,EUR,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04AWZ&documenttype=76&market=1447&investmenttype=1&frame=0
16361,abrdn SICAV I - European Sustainable Equity Fund A Acc EUR,LU0094541447,EUR,true,en,2017-09-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04AWZ&documenttype=76&market=1461&investmenttype=1&frame=0
16361,abrdn SICAV I - European Sustainable Equity Fund A Acc EUR,LU0094541447,EUR,true,en,2015-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04AWZ&documenttype=76&market=0&investmenttype=1&frame=0
36414,Templeton BRIC Fund B(acc)USD,LU0229945737,USD,false,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06IHQ&documenttype=76&market=1447&investmenttype=1&frame=0
36414,Templeton BRIC Fund B(acc)USD,LU0229945737,USD,false,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06IHQ&documenttype=76&market=1447&investmenttype=1&frame=0
36414,Templeton BRIC Fund B(acc)USD,LU0229945737,USD,false,en,2014-03-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06IHQ&documenttype=76&market=0&investmenttype=1&frame=0
36415,FTGF Western Asset Global High Yield Fund Class A (G) US$ Accumulating,IE00B19Z6Z90,USD,true,zh_CN,2013-01-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=446&investmentid=F000000F6A&documenttype=76&market=1447&investmenttype=1&frame=0
36415,FTGF Western Asset Global High Yield Fund Class A (G) US$ Accumulating,IE00B19Z6Z90,USD,true,zh_TW,2024-06-07 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000000F6A&documenttype=76&market=1447&investmenttype=1&frame=0
36415,FTGF Western Asset Global High Yield Fund Class A (G) US$ Accumulating,IE00B19Z6Z90,USD,true,en,2024-06-07 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000000F6A&documenttype=76&market=1447&investmenttype=1&frame=0
36415,FTGF Western Asset Global High Yield Fund Class A (G) US$ Accumulating,IE00B19Z6Z90,USD,true,en,2012-11-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000000F6A&documenttype=76&market=0&investmenttype=1&frame=0
36415,FTGF Western Asset Global High Yield Fund Class A (G) US$ Accumulating,IE00B19Z6Z90,USD,true,en,2012-11-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000000F6A&documenttype=76&market=1432&investmenttype=1&frame=0
36418,Invesco Funds - Invesco Pan European Small Cap Equity Fund B Accumulation EUR,LU0130710477,EUR,true,zh_TW,2024-04-29 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06C9W&documenttype=76&market=1447&investmenttype=1&frame=0
36418,Invesco Funds - Invesco Pan European Small Cap Equity Fund B Accumulation EUR,LU0130710477,EUR,true,zh_TW,2018-10-08 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06C9W&documenttype=76&market=1444&investmenttype=1&frame=0
36418,Invesco Funds - Invesco Pan European Small Cap Equity Fund B Accumulation EUR,LU0130710477,EUR,true,zh_TW,2018-10-08 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06C9W&documenttype=76&market=1452&investmenttype=1&frame=0
36418,Invesco Funds - Invesco Pan European Small Cap Equity Fund B Accumulation EUR,LU0130710477,EUR,true,en,2024-04-29 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06C9W&documenttype=76&market=1447&investmenttype=1&frame=0
36418,Invesco Funds - Invesco Pan European Small Cap Equity Fund B Accumulation EUR,LU0130710477,EUR,true,en,2018-10-08 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06C9W&documenttype=76&market=1444&investmenttype=1&frame=0
36418,Invesco Funds - Invesco Pan European Small Cap Equity Fund B Accumulation EUR,LU0130710477,EUR,true,en,2018-10-08 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06C9W&documenttype=76&market=1452&investmenttype=1&frame=0
16365,abrdn SICAV I - Japanese Sustainable Equity Fund A Acc JPY,LU0011963674,JPY,true,zh_CN,2017-09-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=446&investmentid=F0GBR04AX2&documenttype=76&market=1447&investmenttype=1&frame=0
16365,abrdn SICAV I - Japanese Sustainable Equity Fund A Acc JPY,LU0011963674,JPY,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04AX2&documenttype=76&market=1447&investmenttype=1&frame=0
16365,abrdn SICAV I - Japanese Sustainable Equity Fund A Acc JPY,LU0011963674,JPY,true,zh_TW,2013-10-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04AX2&documenttype=76&market=0&investmenttype=1&frame=0
16365,abrdn SICAV I - Japanese Sustainable Equity Fund A Acc JPY,LU0011963674,JPY,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04AX2&documenttype=76&market=1447&investmenttype=1&frame=0
16365,abrdn SICAV I - Japanese Sustainable Equity Fund A Acc JPY,LU0011963674,JPY,true,en,2017-09-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04AX2&documenttype=76&market=1461&investmenttype=1&frame=0
16365,abrdn SICAV I - Japanese Sustainable Equity Fund A Acc JPY,LU0011963674,JPY,true,en,2015-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04AX2&documenttype=76&market=0&investmenttype=1&frame=0
36421,Janus Henderson Capital Funds plc - Balanced Fund Class B2 USD,IE0031118809,USD,true,zh_TW,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04IYS&documenttype=76&market=1447&investmenttype=1&frame=0
36421,Janus Henderson Capital Funds plc - Balanced Fund Class B2 USD,IE0031118809,USD,true,en,2024-07-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04IYS&documenttype=76&market=1447&investmenttype=1&frame=0
36421,Janus Henderson Capital Funds plc - Balanced Fund Class B2 USD,IE0031118809,USD,true,en,2014-04-28 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04IYS&documenttype=76&market=0&investmenttype=1&frame=0
