STRATEGYKEY,TICKERNAME,ISIN,CCY,ACTIVE,LOCALE,DOCDATE,EXTERNALURL,Date from ecura DB,Status as of 21/9/2024,Days since last updated in TTS DB,Days since last updated from PDF File
8359,Fidelity Funds - United Kingdom Fund A-DIST-GBP,LU0048621717,GBP,False,zh_TW,2017-08-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04RZR&documenttype=76&market=0&investmenttype=1&frame=0,2021-08-01,date is not updated in fund universe,1147.0,2608
8359,Fidelity Funds - United Kingdom Fund A-DIST-GBP,LU0048621717,GBP,False,en,2021-08-31,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04RZR&documenttype=76&market=1447&investmenttype=1&frame=0,2021-08-01,Up to date,1147.0,1117
8359,Fidelity Funds - United Kingdom Fund A-DIST-GBP,LU0048621717,GBP,False,en,2017-08-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04RZR&documenttype=76&market=0&investmenttype=1&frame=0,2021-08-01,date is not updated in fund universe,1147.0,2608
344603,AB (HK) American Income Portfolio Class A2 USD Acc,HK0000329588,USD,True,zh_TW,2024-02-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000YV81&documenttype=76&market=1447&investmenttype=1&frame=0,2024-02-01,Up to date,233.0,233
344603,AB (HK) American Income Portfolio Class A2 USD Acc,HK0000329588,USD,True,en,2024-02-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000YV81&documenttype=76&market=1447&investmenttype=1&frame=0,2024-02-01,Up to date,233.0,233
344864,AB (HK) American Income Portfolio Class AA RMB H,HK0000258266,CNH,True,zh_TW,2024-02-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000W32N&documenttype=76&market=1447&investmenttype=1&frame=0,2024-02-01,Up to date,233.0,233
344864,AB (HK) American Income Portfolio Class AA RMB H,HK0000258266,CNH,True,en,2024-02-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000W32N&documenttype=76&market=1447&investmenttype=1&frame=0,2024-02-01,Up to date,233.0,233
351971,Invesco Funds - Invesco Responsible Japanese Equity Value Discovery Fund A USD Hedged Acc USD,LU1342487268,USD,False,zh_TW,2024-04-29,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000WW7X&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,145
351971,Invesco Funds - Invesco Responsible Japanese Equity Value Discovery Fund A USD Hedged Acc USD,LU1342487268,USD,False,en,2024-04-29,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000WW7X&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,145
352138,Invesco Funds - Invesco Responsible Japanese Equity Value Discovery Fund A Accumulation USD,LU2328995738,USD,False,zh_TW,2024-04-29,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0000174AE&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,145
352138,Invesco Funds - Invesco Responsible Japanese Equity Value Discovery Fund A Accumulation USD,LU2328995738,USD,False,en,2024-04-29,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0000174AE&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,145
354622,Goldman Sachs Global Millennials Equity Portfolio Base Acc USD,LU0786609619,USD,True,zh_TW,2024-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000OXXP&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,173
354622,Goldman Sachs Global Millennials Equity Portfolio Base Acc USD,LU0786609619,USD,True,en,2024-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000OXXP&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,173
354626,Goldman Sachs Global Millennials Equity Portfolio OC Acc HKD,LU2254254340,HKD,True,zh_TW,2024-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00001644H&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,173
354626,Goldman Sachs Global Millennials Equity Portfolio OC Acc HKD,LU2254254340,HKD,True,en,2024-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00001644H&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,173
357785,BlackRock Global Funds - Asian High Yield Bond Fund A8 AUD Hedged,LU1564328737,AUD,True,zh_TW,2024-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000014YJC&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,173
357785,BlackRock Global Funds - Asian High Yield Bond Fund A8 AUD Hedged,LU1564328737,AUD,True,en,2024-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000014YJC&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,173
8370,Franklin Mutual U.S. Value Fund A(acc)USD,LU0070302665,USD,True,zh_TW,2024-04-29,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04ARD&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,145
8370,Franklin Mutual U.S. Value Fund A(acc)USD,LU0070302665,USD,True,en,2024-04-29,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04ARD&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,145
8370,Franklin Mutual U.S. Value Fund A(acc)USD,LU0070302665,USD,True,en,2014-04-17,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04ARD&documenttype=76&market=0&investmenttype=1&frame=0,2024-04-01,date is not updated in fund universe,173.0,3810
8371,Templeton Asian Growth Fund A(acc)USD,LU0128522157,USD,True,zh_TW,2024-04-29,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04ARH&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,145
8371,Templeton Asian Growth Fund A(acc)USD,LU0128522157,USD,True,en,2024-04-29,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04ARH&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,145
27298,AB - India Growth Portfolio AX Acc,LU0252216485,EUR,True,zh_TW,2024-08-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04NAB&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Outdated,173.0,51
27298,AB - India Growth Portfolio AX Acc,LU0252216485,EUR,True,en,2024-08-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04NAB&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Outdated,173.0,51
27299,AB - India Growth Portfolio AX Acc,LU0047987325,USD,True,zh_TW,2024-08-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04NAB&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Outdated,173.0,51
27299,AB - India Growth Portfolio AX Acc,LU0047987325,USD,True,en,2024-08-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04NAB&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Outdated,173.0,51
8372,Templeton Asian Growth Fund A(acc)EUR,LU0229940001,EUR,True,zh_TW,2024-04-29,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06IH4&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,145
8372,Templeton Asian Growth Fund A(acc)EUR,LU0229940001,EUR,True,en,2024-04-29,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06IH4&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,145
8376,Templeton Emerging Markets Fund A(acc)USD,LU0128522744,USD,True,zh_TW,2024-04-29,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04ARG&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,145
8376,Templeton Emerging Markets Fund A(acc)USD,LU0128522744,USD,True,en,2024-04-29,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04ARG&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,145
8376,Templeton Emerging Markets Fund A(acc)USD,LU0128522744,USD,True,en,2014-03-31,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04ARG&documenttype=76&market=0&investmenttype=1&frame=0,2024-04-01,date is not updated in fund universe,173.0,3827
27320,Allianz Global Investors Fund - Allianz European Equity Dividend A EUR,LU0414045582,EUR,True,zh_TW,2024-07-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000LPOU&documenttype=76&market=1447&investmenttype=1&frame=0,2024-07-01,Up to date,82.0,82
27320,Allianz Global Investors Fund - Allianz European Equity Dividend A EUR,LU0414045582,EUR,True,en,2024-07-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000LPOU&documenttype=76&market=1447&investmenttype=1&frame=0,2024-07-01,Up to date,82.0,82
27320,Allianz Global Investors Fund - Allianz European Equity Dividend A EUR,LU0414045582,EUR,True,en,2013-01-31,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000LPOU&documenttype=76&market=1432&investmenttype=1&frame=0,2024-07-01,date is not updated in fund universe,82.0,4251
27321,Allianz Global Investors Fund - Allianz Global Agricultural Trends A EUR,LU0342688198,EUR,False,zh_TW,2021-08-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000001HWD&documenttype=76&market=1447&investmenttype=1&frame=0,2021-08-01,Up to date,1147.0,1147
27321,Allianz Global Investors Fund - Allianz Global Agricultural Trends A EUR,LU0342688198,EUR,False,en,2021-08-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000001HWD&documenttype=76&market=1447&investmenttype=1&frame=0,2021-08-01,Up to date,1147.0,1147
8379,Franklin U.S. Opportunities Fund A(acc)USD,LU0109391861,USD,True,zh_TW,2024-04-29,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04BEM&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,145
8379,Franklin U.S. Opportunities Fund A(acc)USD,LU0109391861,USD,True,en,2024-04-29,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04BEM&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,145
8414,JPMorgan ASEAN Fund - JPMorgan ASEAN (acc) – USD,HK0000055555,USD,True,zh_TW,2024-07-31,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR054N2&documenttype=76&market=1447&investmenttype=1&frame=0,2024-07-01,Up to date,82.0,52
8414,JPMorgan ASEAN Fund - JPMorgan ASEAN (acc) – USD,HK0000055555,USD,True,en,2024-07-31,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR054N2&documenttype=76&market=1447&investmenttype=1&frame=0,2024-07-01,Up to date,82.0,52
8415,JPMorgan Eastern (acc) - USD,HK0000055639,USD,False,zh_CN,2014-12-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=446&investmentid=F0GBR054N3&documenttype=76&market=1447&investmenttype=1&frame=0,2018-04-01,date is not updated in fund universe,2365.0,3582
8415,JPMorgan Eastern (acc) - USD,HK0000055639,USD,False,zh_TW,2018-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR054N3&documenttype=76&market=1447&investmenttype=1&frame=0,2018-04-01,Up to date,2365.0,2365
8415,JPMorgan Eastern (acc) - USD,HK0000055639,USD,False,en,2018-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR054N3&documenttype=76&market=1447&investmenttype=1&frame=0,2018-04-01,Up to date,2365.0,2365
8417,JPMorgan Funds - Greater China Fund A (dist) - USD,LU0117841782,USD,True,zh_TW,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04M17&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8417,JPMorgan Funds - Greater China Fund A (dist) - USD,LU0117841782,USD,True,en,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04M17&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8418,JPMorgan India (acc) - USD,MU0129U00005,USD,True,zh_CN,2014-12-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=446&investmentid=F0GBR060HM&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,date is not updated in fund universe,173.0,3582
8418,JPMorgan India (acc) - USD,MU0129U00005,USD,True,zh_TW,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR060HM&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8418,JPMorgan India (acc) - USD,MU0129U00005,USD,True,en,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR060HM&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8419,JPMorgan Indonesia (acc) - USD,HK0000055662,USD,True,zh_TW,2024-07-31,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0000002PH&documenttype=76&market=1447&investmenttype=1&frame=0,2024-07-01,Up to date,82.0,52
8419,JPMorgan Indonesia (acc) - USD,HK0000055662,USD,True,en,2024-07-31,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0000002PH&documenttype=76&market=1447&investmenttype=1&frame=0,2024-07-01,Up to date,82.0,52
8420,JPMorgan Korea (acc) - USD,HK0000055712,USD,True,zh_TW,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR055WV&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8420,JPMorgan Korea (acc) - USD,HK0000055712,USD,True,en,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR055WV&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8421,JPMorgan Pacific Securities (acc) - USD,HK0000055746,USD,True,zh_TW,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR054N4&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8421,JPMorgan Pacific Securities (acc) - USD,HK0000055746,USD,True,en,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR054N4&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8422,JPMorgan Funds - Singapore Fund A (dist) - USD,LU0117842756,USD,False,zh_TW,2018-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04M1F&documenttype=76&market=1447&investmenttype=1&frame=0,2018-04-01,Up to date,2365.0,2365
8422,JPMorgan Funds - Singapore Fund A (dist) - USD,LU0117842756,USD,False,en,2018-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04M1F&documenttype=76&market=1447&investmenttype=1&frame=0,2018-04-01,Up to date,2365.0,2365
27476,BlackRock Global Funds - European Fund A2,LU0011846440,EUR,True,zh_TW,2024-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04APF&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,173
27476,BlackRock Global Funds - European Fund A2,LU0011846440,EUR,True,en,2024-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04APF&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,173
8425,JPMorgan Thailand (acc) - USD,HK0000055787,USD,True,zh_TW,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR060I5&documenttype=76&market=1447&investmenttype=1&frame=0,2024-07-01,date is not updated in fund universe,82.0,144
8425,JPMorgan Thailand (acc) - USD,HK0000055787,USD,True,en,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR060I5&documenttype=76&market=1447&investmenttype=1&frame=0,2024-07-01,date is not updated in fund universe,82.0,144
8426,JPMorgan Funds - America Equity Fund A (dist) - USD,LU0053666078,USD,True,zh_TW,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04SN3&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8426,JPMorgan Funds - America Equity Fund A (dist) - USD,LU0053666078,USD,True,en,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04SN3&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8427,JPMorgan Funds - Emerging Europe Equity Fund A (dist) - EUR,LU0051759099,EUR,True,zh_TW,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04SNO&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8427,JPMorgan Funds - Emerging Europe Equity Fund A (dist) - EUR,LU0051759099,EUR,True,zh_TW,2018-10-12,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04SNO&documenttype=76&market=1444&investmenttype=1&frame=0,2024-04-01,date is not updated in fund universe,173.0,2171
8427,JPMorgan Funds - Emerging Europe Equity Fund A (dist) - EUR,LU0051759099,EUR,True,zh_TW,2018-10-12,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04SNO&documenttype=76&market=1452&investmenttype=1&frame=0,2024-04-01,date is not updated in fund universe,173.0,2171
8427,JPMorgan Funds - Emerging Europe Equity Fund A (dist) - EUR,LU0051759099,EUR,True,en,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04SNO&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8427,JPMorgan Funds - Emerging Europe Equity Fund A (dist) - EUR,LU0051759099,EUR,True,en,2018-10-12,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04SNO&documenttype=76&market=1444&investmenttype=1&frame=0,2024-04-01,date is not updated in fund universe,173.0,2171
8427,JPMorgan Funds - Emerging Europe Equity Fund A (dist) - EUR,LU0051759099,EUR,True,en,2018-10-12,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04SNO&documenttype=76&market=1452&investmenttype=1&frame=0,2024-04-01,date is not updated in fund universe,173.0,2171
8432,JPMorgan Funds - Europe Small Cap Fund A (dist) - EUR,LU0053687074,EUR,True,zh_TW,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04SNF&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8432,JPMorgan Funds - Europe Small Cap Fund A (dist) - EUR,LU0053687074,EUR,True,en,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04SNF&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
27477,BlackRock Global Funds - Global Allocation Fund A2,LU0171283459,EUR,True,zh_TW,2024-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=0P0000RZ3F&documenttype=76&market=1447&investmenttype=130&frame=0,2024-04-01,Up to date,173.0,173
27477,BlackRock Global Funds - Global Allocation Fund A2,LU0171283459,EUR,True,en,2024-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=0P0000RZ3F&documenttype=76&market=1447&investmenttype=130&frame=0,2024-04-01,Up to date,173.0,173
8438,JPMorgan Funds - Global Natural Resources Fund A (dist) - EUR,LU0208853514,EUR,True,zh_TW,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR05W0L&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8438,JPMorgan Funds - Global Natural Resources Fund A (dist) - EUR,LU0208853514,EUR,True,en,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR05W0L&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
27478,BlackRock Global Funds - India Fund A2,LU0248271941,EUR,True,zh_TW,2022-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=0P0000VHLK&documenttype=76&market=1447&investmenttype=130&frame=0,2024-04-01,date is not updated in fund universe,173.0,904
27478,BlackRock Global Funds - India Fund A2,LU0248271941,EUR,True,en,2022-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=0P0000VHLK&documenttype=76&market=1447&investmenttype=130&frame=0,2024-04-01,date is not updated in fund universe,173.0,904
27478,BlackRock Global Funds - India Fund A2,LU0248271941,EUR,True,zh_CN,2015-02-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=446&investmentid=F0GBR05ZRD&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,date is not updated in fund universe,173.0,3520
8440,JPMorgan Funds - Global Natural Resources Fund A (acc) - USD,LU0266512127,USD,True,zh_TW,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0000000F5&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8440,JPMorgan Funds - Global Natural Resources Fund A (acc) - USD,LU0266512127,USD,True,en,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0000000F5&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
27480,BlackRock Global Funds - Sustainable Energy Fund A2,LU0171289902,EUR,True,zh_TW,2024-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=0P0000VHMO&documenttype=76&market=1447&investmenttype=130&frame=0,2024-04-01,Up to date,173.0,173
27480,BlackRock Global Funds - Sustainable Energy Fund A2,LU0171289902,EUR,True,en,2024-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=0P0000VHMO&documenttype=76&market=1447&investmenttype=130&frame=0,2024-04-01,Up to date,173.0,173
8447,JPMorgan Funds - US Technology Fund A (dist) - USD,LU0082616367,USD,True,zh_TW,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR04T21&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
8447,JPMorgan Funds - US Technology Fund A (dist) - USD,LU0082616367,USD,True,en,2024-04-30,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR04T21&documenttype=76&market=1447&investmenttype=1&frame=0,2024-04-01,Up to date,173.0,144
27481,BlackRock Global Funds - World Energy Fund A2,LU0171301533,EUR,True,zh_TW,2024-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=0P0000RZ3G&documenttype=76&market=1447&investmenttype=130&frame=0,2024-04-01,Up to date,173.0,173
27481,BlackRock Global Funds - World Energy Fund A2,LU0171301533,EUR,True,en,2022-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=0P0000RZ3G&documenttype=76&market=1447&investmenttype=130&frame=0,2024-04-01,date is not updated in fund universe,173.0,904
27482,BlackRock Global Funds - World Financials Fund A2,LU0171304719,EUR,True,zh_TW,2024-04-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=0P0000VHNY&documenttype=76&market=1447&investmenttype=130&frame=0,2024-04-01,Up to date,173.0,173
27482,BlackRock Global Funds - World Financials Fund A2,LU0171304719,EUR,True,en,2022-10-01,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=0P0000VHNY&documenttype=76&market=1447&investmenttype=130&frame=0,2024-04-01,date is not updated in fund universe,173.0,721
