Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
53340,LU1371569200,01/08/2023,01/06/2024,368,63,YES
53351,LU1371569465,01/08/2023,01/06/2024,368,63,YES
50507,LU1371569549,01/08/2023,01/06/2024,368,63,YES
21002,N/A,01/08/2023,Date not found in the paragraph,368,N/A,YES
45754,LU1046420631,01/08/2023,01/04/2024,368,124,YES
9168,LU0286668453,01/08/2023,01/04/2024,368,124,YES
45301,LU0937949237,01/08/2023,01/04/2024,368,124,YES
9170,LU0286668966,01/08/2023,01/04/2024,368,124,YES
36670,LU0286669428,01/08/2023,01/04/2024,368,124,YES
17099,LU0261950983,01/08/2023,01/04/2024,368,124,YES
12157,LU0054237671,01/08/2023,01/04/2024,368,124,YES
8348,LU0048574536,01/08/2023,01/04/2024,368,124,YES
25814,LU0605514214,01/08/2023,01/04/2024,368,124,YES
8342,LU0594300096,01/08/2023,01/04/2024,368,124,YES
8344,LU0594300179,01/08/2023,01/04/2024,368,124,YES
27634,LU0318931192,01/08/2023,01/04/2024,368,124,YES
17103,LU0173614495,01/08/2023,01/04/2024,368,124,YES
143584,LU1345482316,01/08/2023,01/04/2024,368,124,YES
167413,LU1345481854,01/08/2023,01/04/2024,368,124,YES
143581,LU1345481698,01/08/2023,01/04/2024,368,124,YES
143582,LU1313547462,01/08/2023,01/04/2024,368,124,YES
13196,LU0069450319,01/01/2024,01/04/2024,215,124,YES
33828,LU0329678253,01/08/2023,01/04/2024,368,124,YES
17104,LU0329678337,01/08/2023,01/04/2024,368,124,YES
13197,LU0329678410,01/08/2023,01/04/2024,368,124,YES
33829,LU0329678170,01/08/2023,01/04/2024,368,124,YES
27636,LU0303816028,01/08/2023,01/04/2024,368,124,YES
24571,LU0303821028,01/08/2023,01/04/2024,368,124,YES
13198,LU0303816705,01/08/2023,01/04/2024,368,124,YES
8349,LU0303823156,01/08/2023,01/04/2024,368,124,YES
